 EVENT #: 6   NBS METROLOGY B165
       27655.0    -96.000
       27656.0    -96.000
       27657.0    -96.000
       27658.0    -96.000
       27659.0    -96.000
       27660.0    -96.000
       27661.0    -96.000
       27662.0    -96.000
       27663.0    -96.000
       27664.0    -96.000
       27665.0    -96.000
       27666.0    -96.000
       27667.0    -96.000
       27668.0    -96.000
       27669.0    -96.000
       27670.0    -96.000
       27671.0    -96.000
       27672.0    -96.000
       27673.0    -96.000
       27674.0    -96.000
       27675.0    -96.000
       27676.0    -96.000
       27677.0    -96.000
       27678.0    -96.000
       27679.0    -96.000
       27680.0    -96.000
       27681.0    -96.000
       27682.0    -96.000
       27683.0    -96.000
       27684.0    -96.000
       27685.0    -96.000
       27686.0    -96.000
       27687.0    -96.000
       27688.0    -96.000
       27689.0    -96.000
       27690.0    -96.000
       27691.0    -96.000
       27692.0    -96.000
       27693.0    -96.000
       27694.0    -96.000
       27695.0    -96.000
       27696.0    -96.000
       27697.0    -96.000
       27698.0    -96.000
       27699.0    -96.000
       27700.0    -96.000
       27701.0    -96.000
       27702.0    -96.000
       27703.0    -96.000
       27704.0    -96.000
       27705.0    -96.000
       27706.0    -96.000
       27707.0    -96.000
       27708.0    -96.000
       27709.0    -96.000
       27710.0    -96.000
       27711.0    -96.000
       27712.0    -96.000
       27713.0    -96.000
       27714.0    -96.000
       27715.0    -96.000
       27716.0    -96.000
       27717.0    -96.000
       27718.0    -96.000
       27719.0    -96.000
       27720.0    -96.000
       27721.0    -96.000
       27722.0    -96.000
       27723.0    -96.000
       27724.0    -96.000
       27725.0    -96.000
       27726.0    -96.000
       27727.0    -96.000
       27728.0    -96.000
       27729.0    -96.000
       27730.0    -96.000
       27731.0    -96.000
       27732.0    -96.000
       27733.0    -96.000
       27734.0    -96.000
       27735.0    -96.000
       27736.0    -96.000
       27737.0    -96.000
       27738.0    -96.000
       27739.0    -96.000
       27740.0    -96.000
       27741.0    -96.000
       27742.0    -96.000
       27743.0    -96.000
       27744.0    -96.000
       27745.0    -96.000
       27746.0    -96.000
       27747.0    -96.000
       27748.0    -96.000
       27749.0    -96.000
       27750.0    -96.000
       27751.0    -96.000
       27752.0    -96.000
       27753.0    -96.000
       27754.0    -96.000
       27755.0    -96.000
       27756.0    -96.000
       27757.0    -96.000
       27758.0    -96.000
       27759.0    -96.000
       27760.0    -96.000
       27761.0    -96.000
       27762.0    -96.000
       27763.0    -96.000
       27764.0    -96.000
       27765.0    -96.000
       27766.0    -96.000
       27767.0    -96.000
       27768.0    -96.000
       27769.0    -96.000
       27770.0    -96.000
       27771.0    -96.000
       27772.0    -96.000
       27773.0    -96.000
       27774.0    -96.000
       27775.0    -96.000
       27776.0    -96.000
       27904.0   -108.400
       28160.0   -102.400
       28416.0    -95.600
       28672.0    -88.000
       28928.0    -80.800
       29184.0    -73.600
       29440.0    -66.000
       29696.0    -58.000
       29952.0    -49.600
       30208.0    -40.800
       30464.0    -31.200
       30720.0    -23.200
       30976.0    -14.400
       31232.0     -4.800
       31488.0      4.800
