This is Dataplot Data File     CHOI2.DAT
Fire Research Emission "Trigger"
Mun Choi & Kevin McGrattan
(Same as CHOI.DAT but shorter)
Number of Observations = 1000
Observations per Line Image = 3
Order of Observations on a Line Image--
   1. Time
   2. Emission = Response Variable
   3. Voltage
Statistical Category--Comparing 2 Time Series
                      Auto & Cross Correlation
                      Auto & Cross Spectra
To Read this into Dataplot--
   SKIP 25
   SET READ FORMAT F10.4,F10.3,F10.6
   READ CHOI.DAT    TIME    EMISSION VOLTAGE
    4.4850     0.536  0.007351
    4.4900     0.735  0.007916
    4.4950     0.870  0.008484
    4.5000     1.049  0.010277
    4.5050     1.172  0.016354
    4.5100     1.054  0.029118
    4.5150     0.723  0.046675
    4.5200     0.465  0.064928
    4.5250     0.341  0.075240
    4.5300     0.253  0.078420
    4.5350     0.161  0.080937
    4.5400     0.081  0.084510
    4.5450     0.037  0.088978
    4.5500     0.019  0.098406
    4.5550     0.127  0.091830
    4.5600     0.295  0.056894
    4.5650     0.403  0.045005
    4.5700     0.336  0.018309
    4.5750     0.333  0.006788
    4.5800     0.543  0.005985
    4.5850     0.789  0.006868
    4.5900     1.004  0.010277
    4.5950     1.142  0.015341
    4.6000     1.109  0.028217
    4.6050     0.862  0.052766
    4.6100     0.489  0.071230
    4.6150     0.310  0.079826
    4.6200     0.184  0.080432
    4.6250     0.094  0.080129
    4.6300     0.041  0.081343
    4.6350     0.019  0.087097
    4.6400     0.020  0.095040
    4.6450     0.178  0.075734
    4.6500     0.316  0.050858
    4.6550     0.411  0.035827
    4.6600     0.336  0.012005
    4.6650     0.347  0.005506
    4.6700     0.456  0.005825
    4.6750     0.617  0.007755
    4.6800     0.871  0.009460
    4.6850     1.093  0.014334
    4.6900     1.080  0.029661
    4.6950     0.876  0.058805
    4.7000     0.479  0.081749
    4.7050     0.234  0.090664
    4.7100     0.114  0.087514
    4.7150     0.050  0.084716
    4.7200     0.021  0.085438
    4.7250     0.011  0.092042
    4.7300     0.040  0.093536
    4.7350     0.220  0.063802
    4.7400     0.351  0.048856
    4.7450     0.417  0.025448
    4.7500     0.364  0.007674
    4.7550     0.389  0.006145
    4.7600     0.404  0.007029
    4.7650     0.549  0.007271
    4.7700     0.852  0.009623
    4.7750     1.103  0.016947
    4.7800     1.052  0.034894
    4.7850     0.776  0.066534
    4.7900     0.413  0.087201
    4.7950     0.225  0.090981
    4.8000     0.111  0.088454
    4.8050     0.050  0.088140
    4.8100     0.022  0.090875
    4.8150     0.012  0.098624
    4.8200     0.066  0.098187
    4.8250     0.232  0.063989
    4.8300     0.358  0.048856
    4.8350     0.369  0.022194
    4.8400     0.331  0.007755
    4.8450     0.412  0.006386
    4.8500     0.502  0.006226
    4.8550     0.730  0.008078
    4.8600     1.035  0.011510
    4.8650     1.172  0.018823
    4.8700     1.045  0.039125
    4.8750     0.678  0.063895
    4.8800     0.376  0.079625
    4.8850     0.208  0.082665
    4.8900     0.098  0.084819
    4.8950     0.041  0.085851
    4.9000     0.018  0.088768
    4.9050     0.014  0.098296
    4.9100     0.102  0.094072
    4.9150     0.270  0.057802
    4.9200     0.406  0.045397
    4.9250     0.407  0.018737
    4.9300     0.393  0.007190
    4.9350     0.407  0.006145
    4.9400     0.500  0.007513
    4.9450     0.781  0.009215
    4.9500     1.102  0.012336
    4.9550     1.149  0.023946
    4.9600     0.876  0.046379
    4.9650     0.536  0.064364
    4.9700     0.351  0.072396
    4.9750     0.204  0.078320
    4.9800     0.096  0.081444
    4.9850     0.039  0.084819
    4.9900     0.017  0.092468
    4.9950     0.013  0.102154
