This is Dataplot data file    DZIUBA.DAT
NIST Standard Resistor Data 
(5 years of data (1980 to 1985) for a particular resistor )
Ron Dziuba (NIST)
Date--July 1986
Number of observations             = 1000
28.052000   -0.012827   11     9    84 
28.069500    0.004320   11    13    84 
28.060801   -0.004721   11    20    84 
28.060801   -0.005083   11    20    84 
28.059000   -0.007240   11    20    84 
28.028999   -0.037586   11    21    84 
28.093901    0.026949   11    26    84 
28.061800   -0.005501   11    27    84 
28.055099   -0.012571   12     6    84 
28.075701    0.007668   12     6    84 
28.069799    0.001396   12     7    84 
28.071699    0.002924   12    10    84 
28.052900   -0.016233   12    11    84 
28.064400   -0.005110   12    11    84 
28.061300   -0.008581   12    12    84 
28.075899    0.005640   12    12    84 
28.074499    0.003866   12    12    84 
28.073601    0.002594   12    13    84 
28.061100   -0.010294   12    14    84 
28.073200    0.001427   12    17    84 
28.078199    0.006050   12    18    84 
28.068199   -0.004335   12    19    84 
28.075600    0.002682   12    20    84 
28.085699    0.012400   12    21    84 
28.073900    0.000219   12    24    84 
28.084000    0.009939   12    26    84 
28.086201    0.011765   12    28    84 
28.072399   -0.002401   12    31    84 
28.072701   -0.002474    1     2    85 
28.075199   -0.000343    1     4    85 
28.073200   -0.002691    1     7    85 
28.070299   -0.005947    1     8    85 
28.084900    0.008295    1     9    85 
28.079500    0.002563    1     9    85 
28.090200    0.012928    1    11    85 
28.087400    0.009790    1    14    85 
28.097099    0.019159    1    15    85 
28.063801   -0.014458    1    22    85 
28.087700    0.009140    1    23    85 
28.075100   -0.003763    1    25    85 
28.090401    0.011221    2    15    85 
28.097099    0.017632    2    18    85 
28.066099   -0.013649    2    19    85 
28.071100   -0.008934    2    19    85 
28.075399   -0.004906    2    20    85 
28.051600   -0.028967    2    21    85 
28.096100    0.015276    2    22    85 
28.068899   -0.012171    2    25    85 
28.111000    0.029707    2    27    85 
28.106199    0.024673    2    28    85 
28.072599   -0.009169    3     4    85 
28.114100    0.032116    3     6    85 
28.091299    0.009098    3     7    85 
28.098200    0.015806    3     8    85 
28.070299   -0.012302    3    11    85 
28.065399   -0.017391    3    13    85 
28.076000   -0.006977    3    14    85 
28.072701   -0.010460    3    15    85 
28.084999    0.001663    3    18    85 
28.087700    0.004192    3    18    85 
28.096701    0.013029    3    19    85 
28.118500    0.034668    3    20    85 
28.094500    0.010496    3    20    85 
28.083401   -0.000746    3    21    85 
28.076401   -0.007902    3    21    85 
28.112900    0.028456    3    22    85 
28.079700   -0.004885    3    25    85 
28.070700   -0.014030    3    28    85 
28.100800    0.015940    3    28    85 
28.097099    0.012104    3    29    85 
28.082600   -0.002535    4     1    85 
28.085699    0.000437    4     3    85 
28.098400    0.013002    4     5    85 
28.086901    0.001375    4     9    85 
28.079500   -0.006134    4    11    85 
28.087500    0.001745    4    12    85 
28.118401    0.032515    4    16    85 
28.074600   -0.011381    4    17    85 
28.081600   -0.004519    4    18    85 
28.087900    0.001682    4    18    85 
28.088800    0.002478    4    19    85 
28.092400    0.005960    4    19    85 
28.097900    0.011364    4    22    85 
28.070200   -0.016430    4    24    85 
28.084700   -0.002041    4    29    85 
28.091700    0.004845    4    30    85 
28.083401   -0.003557    4    30    85 
28.082300   -0.004745    5     2    85 
28.091700    0.004545    5     2    85 
28.077900   -0.009344    5     3    85 
28.085199   -0.002132    5     3    85 
28.086300   -0.001122    5     6    85 
28.094200    0.006691    5     8    85 
28.080099   -0.007502    5     8    85 
28.081699   -0.005976    5     8    85 
28.092199    0.004450    5     8    85 
28.091400    0.003551    5     9    85 
28.086800   -0.001122    5     9    85 
28.083200   -0.004791    5     9    85 
28.088100    0.000019    5    13    85 
28.091000    0.002855    5    14    85 
28.088600    0.000374    5    15    85 
28.096100    0.007801    5    16    85 
28.085699   -0.002693    5    16    85 
28.085899   -0.002563    5    17    85 
28.108601    0.020065    5    22    85 
28.083799   -0.004816    5    23    85 
28.092100    0.003405    5    28    85 
28.094500    0.005732    5    29    85 
28.083900   -0.004948    5    31    85 
28.087700   -0.001249    6     3    85 
28.080299   -0.008726    6     5    85 
28.092800    0.003675    6     7    85 
28.088499   -0.000710    6    10    85 
28.094000    0.004709    6    13    85 
28.085600   -0.003792    6    14    85 
28.084900   -0.004585    6    17    85 
28.095501    0.005913    6    17    85 
28.095501    0.005833    6    18    85 
28.084600   -0.005188    6    20    85 
28.087099   -0.002785    6    19    85 
28.087200   -0.002794    6    20    85 
28.091700    0.001614    6    24    85 
28.093100    0.002907    6    25    85 
28.086500   -0.003801    6    26    85 
28.090000   -0.000412    6    27    85 
28.091499    0.000999    6    28    85 
28.096300    0.005686    7     1    85 
28.091700    0.000977    7     2    85 
28.094999    0.004181    7     3    85 
28.089800   -0.001123    7     8    85 
28.090200   -0.000834    7     8    85 
28.086700   -0.004429    7     9    85 
28.084299   -0.006943    7    10    85 
28.093901    0.002556    7    10    85 
28.090200   -0.001236    7    11    85 
28.091101   -0.000446    7    12    85 
28.090900   -0.000748    7    23    85 
28.094900    0.003157    7    24    85 
28.086700   -0.005157    7    25    85 
28.093201    0.001251    7    26    85 
28.089100   -0.002960    7    31    85 
28.093201    0.001049    8     1    85 
28.088699   -0.003561    8     2    85 
28.092501    0.000124    8     5    85 
28.092800    0.000319    8     6    85 
28.088301   -0.004301    8     8    85 
28.094601    0.001898    8     9    85 
28.097700    0.004890    8     9    85 
28.091400   -0.001541    8     9    85 
28.095900    0.002840    8    12    85 
28.092600   -0.000576    8    13    85 
28.092300   -0.000980    8    14    85 
28.094999    0.001595    8    15    85 
28.100599    0.007074    8    15    85 
28.092400   -0.001263    8    16    85 
28.096300    0.002537    8    16    85 
28.089300   -0.004595    8    19    85 
28.095600    0.001564    8    19    85 
28.098000    0.003853    8    20    85 
28.092800   -0.001471    8    21    85 
28.095100    0.000702    8    12    85 
28.095800    0.001268    8    26    85 
28.091200   -0.003475    8    27    85 
28.099001    0.004183    8    27    85 
28.091499   -0.003458    8    28    85 
28.095699    0.000607    8    28    85 
28.097601    0.002359    8    29    85 
28.088800   -0.006592    8    29    85 
28.092800   -0.002737    8    30    85 
28.091000   -0.004684    9     3    85 
28.090200   -0.005655    9     4    85 
28.094999   -0.001047    9     4    85 
28.099501    0.003296    9     5    85 
28.096500    0.000116    9     6    85 
28.097200    0.000622    9     6    85 
28.096300   -0.000452    9    10    85 
28.094601   -0.002327    9     9    85 
28.094200   -0.002903    9    11    85 
28.099800    0.002523    9    13    85 
28.091101   -0.006357    9    16    85 
28.104300    0.006674    9    17    85 
28.100201    0.002396    9    18    85 
28.099100    0.001114    9    20    85 
28.095900   -0.002272    9    23    85 
28.099600    0.001265    9    23    85 
28.092600   -0.005903    9    24    85 
28.100201    0.001516    9    24    85 
28.096100   -0.002754    9    25    85 
28.098301   -0.000740    9    25    85 
28.099701    0.000481    9    26    85 
28.095900   -0.003490    9    27    85 
28.098801   -0.000776    9    30    85 
28.102900    0.003160    9    30    85 
28.098900   -0.001011   10     1    85 
28.100000   -0.000097   10     2    85 
28.094400   -0.005877   10     4    85 
28.097900   -0.002560   10     7    85 
28.100500   -0.000128   10    10    85 
28.101200    0.000385   10    11    85 
28.101299    0.000301   10    16    85 
28.099899   -0.001274   10    16    85 
28.099100   -0.002253   10    17    85 
28.105900    0.004364   10    18    85 
28.096100   -0.005617   10    21    85 
28.098101   -0.003796   10    22    85 
28.104500    0.002422   10    23    85 
28.104700    0.002438   10    24    85 
28.104200    0.001764   10    25    85 
28.114599    0.011976   10    28    85 
28.111300    0.008493   10    29    85 
28.105101    0.002106   10    29    85 
28.106501    0.003319   10    30    85 
28.106501    0.003130   10    30    85 
28.098499   -0.005056   10    31    85 
28.100000   -0.003742   10    31    85 
28.106600    0.002670   10    31    85 
28.104099   -0.000011   11     1    85 
28.095400   -0.008900   11     1    85 
28.108999    0.004513   11     2    85 
