This is Dataplot data file     LIU.DAT
Error in 5-bit DAC (Digital-to-Analog Converter)
Hung-Kung Liu and Gene Huang (NIST)
HELP (High-Dimensional Empirical Linear Prediction)
Response variable      = error in 5-bit DAC process
Number of observations = 2**5 settings x 88 devices = 2816
Number of variables per line image =  8
Order of variables on a line image--
   1. Response variable Y = conversion error in 5-bit DAC
   2. Factor 1 = bit 1 (0 = off and 1 = on)
   3. Factor 2 = bit 2 (0 = off and 1 = on)
   4. Factor 3 = bit 3 (0 = off and 1 = on)
   5. Factor 4 = bit 4 (0 = off and 1 = on)
   6. Factor 5 = bit 5 (0 = off and 1 = on)
   7. Factor 6 = derived joint setting from X1 to X5 (1 to 32)
   8. Factor 7 = device (1 to 88)
To read this file into dataplot--
   SKIP 25
   READ LIU.DAT Y X1 X2 X3 X4 X5 SETTING DEVICE
 
 
 
   DAC      Bit  Bit  Bit  Bit  Bit  Setting     Device
 0.259221    1    0    0    1    1     13         21
 0.162165    1    0    0    1    0     14         21
 0.225372    1    0    0    0    1     15         21
 0.147860    1    0    0    0    0     16         21
 0.394782    0    1    1    1    1     17         21
 0.313362    0    1    1    1    0     18         21
 0.360933    0    1    1    0    1     19         21
 0.267786    0    1    1    0    0     20         21
 0.358354    0    0    0    1    1     21         21
 0.253480    0    0    0    1    0     22         21
 0.375320    0    0    0    0    1     23         21
 0.274355    0    0    0    0    0     24         21
 0.415738    0    1    1    1    1     25         21
 0.314773    0    1    1    1    0     26         21
 0.389707    0    1    1    0    1     27         21
 0.292651    0    1    1    0    0     28         21
 0.355857    0    0    0    1    1     29         21
 0.278345    0    0    0    1    0     30         21
 0.302464    0    0    0    0    1     31         21
 0.224952    0    0    0    0    0     32         21
-0.409779    1    1    1    1    1      1         22
-0.348350    1    1    1    1    0      2         22
-0.415697    1    1    1    0    1      3         22
-0.346464    1    1    1    0    0      4         22
-0.437225    1    0    0    1    1      5         22
-0.449941    1    0    0    1    0      6         22
-0.509483    1    0    0    0    1      7         22
-0.448055    1    0    0    0    0      8         22
-0.476379    1    1    1    1    1      9         22
-0.450071    1    1    1    1    0     10         22
-0.497907    1    1    1    0    1     11         22
-0.514524    1    1    1    0    0     12         22
-0.558458    1    0    0    1    1     13         22
-0.493127    1    0    0    1    0     14         22
-0.599498    1    0    0    0    1     15         22
-0.522460    1    0    0    0    0     16         22
-0.542979    0    1    1    1    1     17         22
-0.516671    0    1    1    1    0     18         22
-0.603530    0    1    1    0    1     19         22
-0.542102    0    1    1    0    0     20         22
-0.625058    0    0    0    1    1     21         22
-0.583141    0    0    0    1    0     22         22
-0.662196    0    0    0    0    1     23         22
-0.612474    0    0    0    0    0     24         22
-0.644700    0    1    1    1    1     25         22
-0.606686    0    1    1    1    0     26         22
-0.705252    0    1    1    0    1     27         22
-0.678944    0    1    1    0    0     28         22
-0.722877    0    0    0    1    1     29         22
-0.716081    0    0    0    1    0     30         22
-0.787331    0    0    0    0    1     31         22
-0.733706    0    0    0    0    0     32         22
-0.299973    1    1    1    1    1      1         23
-0.265842    1    1    1    1    0      2         23
-0.368295    1    1    1    0    1      3         23
-0.326359    1    1    1    0    0      4         23
-0.354666    1    0    0    1    1      5         23
-0.347852    1    0    0    1    0      6         23
-0.426890    1    0    0    0    1      7         23
-0.412271    1    0    0    0    0      8         23
-0.440579    1    1    1    1    1      9         23
-0.394741    1    1    1    1    0     10         23
-0.504998    1    1    1    0    1     11         23
-0.443550    1    1    1    0    0     12         23
-0.495272    1    0    0    1    1     13         23
-0.457239    1    0    0    1    0     14         23
-0.544082    1    0    0    0    1     15         23
-0.463122    1    0    0    0    0     16         23
-0.514844    0    1    1    1    1     17         23
-0.457299    0    1    1    1    0     18         23
-0.598775    0    1    1    0    1     19         23
-0.513913    0    1    1    0    0     20         23
-0.596854    0    0    0    1    1     21         23
-0.527602    0    0    0    1    0     22         23
-0.618347    0    0    0    0    1     23         23
-0.576411    0    0    0    0    0     24         23
-0.632035    0    1    1    1    1     25         23
-0.590100    0    1    1    1    0     26         23
-0.665236    0    1    1    0    1     27         23
-0.615495    0    1    1    0    0     28         23
-0.675022    0    0    0    1    1     29         23
-0.636988    0    0    0    1    0     30         23
-0.739441    0    0    0    0    1     31         23
-0.681896    0    0    0    0    0     32         23
-0.360732    1    1    1    1    1      1         24
-0.361668    1    1    1    1    0      2         24
-0.460169    1    1    1    0    1      3         24
-0.437689    1    1    1    0    0      4         24
-0.473749    1    0    0    1    1      5         24
-0.470782    1    0    0    1    0      6         24
-0.506841    1    0    0    0    1      7         24
-0.492166    1    0    0    0    0      8         24
-0.512615    1    1    1    1    1      9         24
-0.517454    1    1    1    1    0     10         24
-0.584734    1    1    1    0    1     11         24
-0.503715    1    1    1    0    0     12         24
-0.598313    1    0    0    1    1     13         24
-0.587541    1    0    0    1    0     14         24
-0.643114    1    0    0    0    1     15         24
-0.597218    1    0    0    0    0     16         24
-0.543518    0    1    1    1    1     17         24
-0.556161    0    1    1    1    0     18         24
-0.646857    0    1    1    0    1     19         24
-0.604864    0    1    1    0    0     20         24
-0.652631    0    0    0    1    1     21         24
-0.653567    0    0    0    1    0     22         24
-0.713042    0    0    0    0    1     23         24
-0.678854    0    0    0    0    0     24         24
-0.679790    0    1    1    1    1     25         24
-0.676824    0    1    1    1    0     26         24
-0.740201    0    1    1    0    1     27         24
-0.725527    0    1    1    0    0     28         24
-0.777196    0    0    0    1    1     29         24
-0.778132    0    0    0    1    0     30         24
-0.829802    0    0    0    0    1     31         24
-0.780004    0    0    0    0    0     32         24
-0.374213    1    1    1    1    1      1         25
-0.336183    1    1    1    1    0      2         25
-0.391810    1    1    1    0    1      3         25
-0.381096    1    1    1    0    0      4         25
-0.425016    1    0    0    1    1      5         25
-0.414303    1    0    0    1    0      6         25
-0.481637    1    0    0    0    1      7         25
-0.427997    1    0    0    0    0      8         25
-0.514843    1    1    1    1    1      9         25
-0.461204    1    1    1    1    0     10         25
-0.551952    1    1    1    0    1     11         25
-0.517824    1    1    1    0    0     12         25
-0.553939    1    0    0    1    1     13         25
-0.531519    1    0    0    1    0     14         25
-0.630072    1    0    0    0    1     15         25
-0.588139    1    0    0    0    0     16         25
-0.526695    0    1    1    1    1     17         25
-0.558908    0    1    1    1    0     18         25
-0.587218    0    1    1    0    1     19         25
-0.560895    0    1    1    0    0     20         25
-0.647741    0    0    0    1    1     21         25
-0.613613    0    0    0    1    0     22         25
-0.719971    0    0    0    0    1     23         25
-0.658527    0    0    0    0    0     24         25
-0.679032    0    1    1    1    1     25         25
-0.680026    0    1    1    1    0     26         25
-0.712238    0    1    1    0    1     27         25
-0.682013    0    1    1    0    0     28         25
-0.768859    0    0    0    1    1     29         25
-0.781560    0    0    0    1    0     30         25
-0.868406    0    0    0    0    1     31         25
-0.795254    0    0    0    0    0     32         25
-0.365292    1    1    1    1    1      1         26
-0.338932    1    1    1    1    0      2         26
-0.453062    1    1    1    0    1      3         26
-0.379871    1    1    1    0    0      4         26
-0.490099    1    0    0    1    1      5         26
-0.389591    1    0    0    1    0      6         26
-0.503721    1    0    0    0    1      7         26
-0.457848    1    0    0    0    0      8         26
-0.536856    1    1    1    1    1      9         26
-0.498788    1    1    1    1    0     10         26
-0.585600    1    1    1    0    1     11         26
-0.543630    1    1    1    0    0     12         26
-0.626540    1    0    0    1    1     13         26
-0.541642    1    0    0    1    0     14         26
-0.647967    1    0    0    0    1     15         26
-0.613802    1    0    0    0    0     16         26
-0.571831    0    1    1    1    1     17         26
-0.549374    0    1    1    1    0     18         26
-0.620576    0    1    1    0    1     19         26
-0.586411    0    1    1    0    0     20         26
-0.669321    0    0    0    1    1     21         26
-0.631253    0    0    0    1    0     22         26
-0.718065    0    0    0    0    1     23         26
-0.656583    0    0    0    0    0     24         26
-0.727785    0    1    1    1    1     25         26
-0.658497    0    1    1    1    0     26         26
-0.690674    0    1    1    0    1     27         26
-0.722852    0    1    1    0    0     28         26
-0.809664    0    0    0    1    1     29         26
-0.763792    0    0    0    1    0     30         26
-0.858409    0    0    0    0    1     31         26
-0.839854    0    0    0    0    0     32         26
-0.354143    1    1    1    1    1      1         27
-0.300484    1    1    1    1    0      2         27
-0.387313    1    1    1    0    1      3         27
-0.337557    1    1    1    0    0      4         27
-0.432191    1    0    0    1    1      5         27
-0.394142    1    0    0    1    0      6         27
-0.461459    1    0    0    0    1      7         27
-0.407800    1    0    0    0    0      8         27
-0.428288    1    1    1    1    1      9         27
-0.456581    1    1    1    1    0     10         27
-0.504385    1    1    1    0    1     11         27
-0.458532    1    1    1    0    0     12         27
-0.514141    1    0    0    1    1     13         27
-0.464385    1    0    0    1    0     14         27
-0.566824    1    0    0    0    1     15         27
-0.509263    1    0    0    0    0     16         27
-0.529751    0    1    1    1    1     17         27
-0.507311    0    1    1    1    0     18         27
-0.551214    0    1    1    0    1     19         27
-0.536579    0    1    1    0    0     20         27
-0.599994    0    0    0    1    1     21         27
-0.538530    0    0    0    1    0     22         27
-0.629262    0    0    0    0    1     23         27
-0.587311    0    0    0    0    0     24         27
-0.599994    0    1    1    1    1     25         27
-0.585359    0    1    1    1    0     26         27
-0.660481    0    1    1    0    1     27         27
-0.622432    0    1    1    0    0     28         27
-0.678042    0    0    0    1    1     29         27
-0.679017    0    0    0    1    0     30         27
-0.750237    0    0    0    0    1     31         27
-0.727798    0    0    0    0    0     32         27
-0.429556    1    1    1    1    1      1         28
-0.414834    1    1    1    1    0      2         28
-0.505487    1    1    1    0    1      3         28
-0.471251    1    1    1    0    0      4         28
-0.534585    1    0    0    1    1      5         28
-0.504252    1    0    0    1    0      6         28
-0.587100    1    0    0    0    1      7         28
-0.545059    1    0    0    0    0      8         28
-0.592781    1    1    1    1    1      9         28
-0.554643    1    1    1    1    0     10         28
-0.649199    1    1    1    0    1     11         28
-0.599352    1    1    1    0    0     12         28
-0.690005    1    0    0    1    1     13         28
-0.636256    1    0    0    1    0     14         28
-0.750326    1    0    0    0    1     15         28
-0.700479    1    0    0    0    0     16         28
-0.674049    0    1    1    1    1     17         28
-0.655424    0    1    1    1    0     18         28
-0.746078    0    1    1    0    1     19         28
-0.715745    0    1    1    0    0     20         28
-0.802495    0    0    0    1    1     21         28
-0.768259    0    0    0    1    0     22         28
-0.819885    0    0    0    0    1     23         28
-0.812969    0    0    0    0    0     24         28
-0.798247    0    1    1    1    1     25         28
-0.795233    0    1    1    1    0     26         28
-0.897595    0    1    1    0    1     27         28
-0.843845    0    1    1    0    0     28         28
-0.938401    0    0    0    1    1     29         28
-0.888555    0    0    0    1    0     30         28
-1.006527    0    0    0    0    1     31         28
-0.933264    0    0    0    0    0     32         28
-0.510924    1    1    1    1    1      1         29
-0.465227    1    1    1    1    0      2         29
-0.556096    1    1    1    0    1      3         29
-0.522105    1    1    1    0    0      4         29
-0.562249    1    0    0    1    1      5         29
-0.543866    1    0    0    1    0      6         29
-0.611323    1    0    0    0    1      7         29
-0.600743    1    0    0    0    0      8         29
-0.648691    1    1    1    1    1      9         29
-0.645915    1    1    1    1    0     10         29
-0.717274    1    1    1    0    1     11         29
-0.636461    1    1    1    0    0     12         29
-0.672703    1    0    0    1    1     13         29
-0.666025    1    0    0    1    0     14         29
-0.733482    1    0    0    0    1     15         29
-0.679982    1    0    0    0    0     16         29
-0.716224    0    1    1    1    1     17         29
-0.713448    0    1    1    1    0     18         29
-0.780906    0    1    1    0    1     19         29
-0.785933    0    1    1    0    0     20         29
-0.845587    0    0    0    1    1     21         29
-0.772577    0    0    0    1    0     22         29
-0.859544    0    0    0    0    1     23         29
-0.809945    0    0    0    0    0     24         29
-0.861795    0    1    1    1    1     25         29
-0.816099    0    1    1    1    0     26         29
-0.914771    0    1    1    0    1     27         29
-0.857369    0    1    1    0    0     28         29
-0.901415    0    0    0    1    1     29         29
-0.879129    0    0    0    1    0     30         29
-0.958292    0    0    0    0    1     31         29
-0.951614    0    0    0    0    0     32         29
-0.319762    1    1    1    1    1      1         30
-0.297348    1    1    1    1    0      2         30
-0.403711    1    1    1    0    1      3         30
-0.342273    1    1    1    0    0      4         30
-0.405710    1    0    0    1    1      5         30
-0.352077    1    0    0    1    0      6         30
-0.442831    1    0    0    0    1      7         30
-0.400905    1    0    0    0    0      8         30
-0.460439    1    1    1    1    1      9         30
-0.430220    1    1    1    1    0     10         30
-0.493657    1    1    1    0    1     11         30
-0.432220    1    1    1    0    0     12         30
-0.526875    1    0    0    1    1     13         30
-0.488852    1    0    0    1    0     14         30
-0.517168    1    0    0    0    1     15         30
-0.518167    1    0    0    0    0     16         30
-0.526972    0    1    1    1    1     17         30
-0.500655    0    1    1    1    0     18         30
-0.579701    0    1    1    0    1     19         30
-0.549482    0    1    1    0    0     20         30
-0.616822    0    0    0    1    1     21         30
-0.574896    0    0    0    1    0     22         30
-0.665649    0    0    0    0    1     23         30
-0.600309    0    0    0    0    0     24         30
-0.636430    0    1    1    1    1     25         30
-0.606211    0    1    1    1    0     26         30
-0.677452    0    1    1    0    1     27         30
-0.682354    0    1    1    0    0     28         30
-0.730182    0    0    0    1    1     29         30
-0.684354    0    0    0    1    0     30         30
-0.747791    0    0    0    0    1     31         30
-0.717572    0    0    0    0    0     32         30
-0.472966    1    1    1    1    1      1         31
-0.419233    1    1    1    1    0      2         31
-0.498192    1    1    1    0    1      3         31
-0.456168    1    1    1    0    0      4         31
-0.531224    1    0    0    1    1      5         31
-0.500908    1    0    0    1    0      6         31
-0.583770    1    0    0    0    1      7         31
-0.518329    1    0    0    0    0      8         31
-0.573872    1    1    1    1    1      9         31
-0.531847    1    1    1    1    0     10         31
-0.665444    1    1    1    0    1     11         31
-0.600003    1    1    1    0    0     12         31
-0.682865    1    0    0    1    1     13         31
-0.636938    1    0    0    1    0     14         31
-0.719800    1    0    0    0    1     15         31
-0.689483    1    0    0    0    0     16         31
-0.663069    0    1    1    1    1     17         31
-0.628850    0    1    1    1    0     18         31
-0.754642    0    1    1    0    1     19         31
-0.716520    0    1    1    0    0     20         31
-0.748646    0    0    0    1    1     21         31
-0.757357    0    0    0    1    0     22         31
-0.805094    0    0    0    0    1     23         31
-0.806000    0    0    0    0    0     24         31
-0.826418    0    1    1    1    1     25         31
-0.823421    0    1    1    1    0     26         31
-0.890672    0    1    1    0    1     27         31
-0.868160    0    1    1    0    0     28         31
-0.904190    0    0    0    1    1     29         31
-0.912900    0    0    0    1    0     30         31
-1.015276    0    0    0    0    1     31         31
-0.942030    0    0    0    0    0     32         31
 0.345644    1    1    1    1    1      1         32
 0.299767    1    1    1    1    0      2         32
 0.370965    1    1    1    0    1      3         32
 0.336795    1    1    1    0    0      4         32
 0.462629    1    0    0    1    1      5         32
 0.373824    1    0    0    1    0      6         32
 0.417704    1    0    0    0    1      7         32
 0.422560    1    0    0    0    0      8         32
 0.454733    1    1    1    1    1      9         32
 0.455686    1    1    1    1    0     10         32
 0.495664    1    1    1    0    1     11         32
 0.457592    1    1    1    0    0     12         32
 0.524888    1    0    0    1    1     13         32
 0.518035    1    0    0    1    0     14         32
 0.561916    1    0    0    0    1     15         32
 0.535551    1    0    0    0    0     16         32
 0.528699    0    1    1    1    1     17         32
 0.498432    0    1    1    1    0     18         32
 0.565728    0    1    1    0    1     19         32
 0.523753    0    1    1    0    0     20         32
 0.614464    0    0    0    1    1     21         32
 0.552976    0    0    0    1    0     22         32
 0.643687    0    0    0    0    1     23         32
 0.625127    0    0    0    0    0     24         32
 0.633885    0    1    1    1    1     25         32
 0.619228    0    1    1    1    0     26         32
 0.686524    0    1    1    0    1     27         32
 0.660159    0    1    1    0    0     28         32
 0.746968    0    0    0    1    1     29         32
 0.677675    0    0    0    1    0     30         32
 0.780094    0    0    0    0    1     31         32
 0.761534    0    0    0    0    0     32         32
 0.474319    1    1    1    1    1      1         33
 0.444048    1    1    1    1    0      2         33
 0.526950    1    1    1    0    1      3         33
 0.488874    1    1    1    0    0      4         33
 0.532751    1    0    0    1    1      5         33
 0.529798    1    0    0    1    0      6         33
 0.573676    1    0    0    0    1      7         33
 0.551210    1    0    0    0    0      8         33
 0.563866    1    1    1    1    1      9         33
 0.557011    1    1    1    1    0     10         33
 0.651621    1    1    1    0    1     11         33
 0.597935    1    1    1    0    0     12         33
 0.684740    1    0    0    1    1     13         33
 0.599833    1    0    0    1    0     14         33
 0.698346    1    0    0    0    1     15         33
 0.668075    1    0    0    0    0     16         33
 0.700245    0    1    1    1    1     17         33
 0.677779    0    1    1    1    0     18         33
 0.733364    0    1    1    0    1     19         33
 0.757728    0    1    1    0    0     20         33
 0.785996    0    0    0    1    1     21         33
 0.755725    0    0    0    1    0     22         33
 0.807407    0    0    0    0    1     23         33
 0.796649    0    0    0    0    0     24         33
 0.801500    0    1    1    1    1     25         33
 0.779035    0    1    1    1    0     26         33
 0.881450    0    1    1    0    1     27         33
 0.816056    0    1    1    0    0     28         33
 0.910666    0    0    0    1    1     29         33
 0.849175    0    0    0    1    0     30         33
 0.939883    0    0    0    0    1     31         33
 0.894002    0    0    0    0    0     32         33
 0.340311    1    1    1    1    1      1         34
 0.314029    1    1    1    1    0      2         34
 0.393107    1    1    1    0    1      3         34
 0.327803    1    1    1    0    0      4         34
 0.414685    1    0    0    1    1      5         34
 0.415718    1    0    0    1    0      6         34
 0.479187    1    0    0    0    1      7         34
 0.452905    1    0    0    0    0      8         34
 0.469547    1    1    1    1    1      9         34
 0.454972    1    1    1    1    0     10         34
 0.526245    1    1    1    0    1     11         34
 0.464843    1    1    1    0    0     12         34
 0.579041    1    0    0    1    1     13         34
 0.521541    1    0    0    1    0     14         34
 0.581107    1    0    0    0    1     15         34
 0.574337    1    0    0    0    0     16         34
 0.551957    0    1    1    1    1     17         34
 0.552990    0    1    1    1    0     18         34
 0.628166    0    1    1    0    1     19         34
 0.586275    0    1    1    0    0     20         34
 0.641939    0    0    0    1    1     21         34
 0.631266    0    0    0    1    0     22         34
 0.706441    0    0    0    0    1     23         34
 0.656746    0    0    0    0    0     24         34
 0.708508    0    1    1    1    1     25         34
 0.678324    0    1    1    1    0     26         34
 0.718379    0    1    1    0    1     27         34
 0.742826    0    1    1    0    0     28         34
 0.767273    0    0    0    1    1     29         34
 0.729284    0    0    0    1    0     30         34
 0.835677    0    0    0    0    1     31         34
 0.750862    0    0    0    0    0     32         34
 0.458872    1    1    1    1    1      1         35
 0.377874    1    1    1    1    0      2         35
 0.523222    1    1    1    0    1      3         35
 0.426613    1    1    1    0    0      4         35
 0.505618    1    0    0    1    1      5         35
 0.518281    1    0    0    1    0      6         35
 0.534845    1    0    0    0    1      7         35
 0.543605    1    0    0    0    0      8         35
 0.579682    1    1    1    1    1      9         35
 0.588442    1    1    1    1    0     10         35
 0.644032    1    1    1    0    1     11         35
 0.598157    1    1    1    0    0     12         35
 0.677162    1    0    0    1    1     13         35
 0.619579    1    0    0    1    0     14         35
 0.690779    1    0    0    0    1     15         35
 0.672221    1    0    0    0    0     16         35
 0.669273    0    1    1    1    1     17         35
 0.662422    0    1    1    1    0     18         35
 0.733622    0    1    1    0    1     19         35
 0.730675    0    1    1    0    0     20         35
 0.790167    0    0    0    1    1     21         35
 0.759902    0    0    0    1    0     22         35
 0.827199    0    0    0    0    1     23         35
 0.781323    0    0    0    0    0     24         35
 0.821303    0    1    1    1    1     25         35
 0.779330    0    1    1    1    0     26         35
 0.866140    0    1    1    0    1     27         35
 0.855388    0    1    1    0    0     28         35
 0.895367    0    0    0    1    1     29         35
 0.845589    0    0    0    1    0     30         35
 0.971425    0    0    0    0    1     31         35
 0.898231    0    0    0    0    0     32         35
 0.500217    1    1    1    1    1      1         36
 0.438541    1    1    1    1    0      2         36
 0.474445    1    1    1    0    1      3         36
 0.479123    1    1    1    0    0      4         36
 0.573575    1    0    0    1    1      5         36
 0.507996    1    0    0    1    0      6         36
 0.602448    1    0    0    0    1      7         36
 0.560287    1    0    0    0    0      8         36
 0.564966    1    1    1    1    1      9         36
 0.546224    1    1    1    1    0     10         36
 0.660193    1    1    1    0    1     11         36
 0.610226    1    1    1    0    0     12         36
 0.669549    1    0    0    1    1     13         36
 0.607873    1    0    0    1    0     14         36
 0.702325    1    0    0    0    1     15         36
 0.687487    1    0    0    0    0     16         36
 0.699972    0    1    1    1    1     17         36
 0.661715    0    1    1    1    0     18         36
 0.744457    0    1    1    0    1     19         36
 0.714006    0    1    1    0    0     20         36
 0.753814    0    0    0    1    1     21         36
 0.746782    0    0    0    1    0     22         36
 0.806105    0    0    0    0    1     23         36
 0.760042    0    0    0    0    0     24         36
 0.788139    0    1    1    1    1     25         36
 0.773301    0    1    1    1    0     26         36
 0.820915    0    1    1    0    1     27         36
 0.837303    0    1    1    0    0     28         36
 0.908336    0    0    0    1    1     29         36
 0.854466    0    0    0    1    0     30         36
 0.964531    0    0    0    0    1     31         36
 0.934080    0    0    0    0    0     32         36
 0.339771    1    1    1    1    1      1         37
 0.332982    1    1    1    1    0      2         37
 0.400337    1    1    1    0    1      3         37
 0.358427    1    1    1    0    0      4         37
 0.421880    1    0    0    1    1      5         37
 0.383873    1    0    0    1    0      6         37
 0.470739    1    0    0    0    1      7         37
 0.467852    1    0    0    0    0      8         37
 0.464966    1    1    1    1    1      9         37
 0.462079    1    1    1    1    0     10         37
 0.494313    1    1    1    0    1     11         37
 0.495329    1    1    1    0    0     12         37
 0.543172    1    0    0    1    1     13         37
 0.477849    1    0    0    1    0     14         37
 0.564715    1    0    0    0    1     15         37
 0.546220    1    0    0    0    0     16         37
 0.570649    0    1    1    1    1     17         37
 0.520936    0    1    1    1    0     18         37
 0.588290    0    1    1    0    1     19         37
 0.569795    0    1    1    0    0     20         37
 0.633247    0    0    0    1    1     21         37
 0.599142    0    0    0    1    0     22         37
 0.674301    0    0    0    0    1     23         37
 0.640197    0    0    0    0    0     24         37
 0.680235    0    1    1    1    1     25         37
 0.638326    0    1    1    1    0     26         37
 0.725192    0    1    1    0    1     27         37
 0.687185    0    1    1    0    0     28         37
 0.750637    0    0    0    1    1     29         37
 0.747751    0    0    0    1    0     30         37
 0.791692    0    0    0    0    1     31         37
 0.749783    0    0    0    0    0     32         37
 0.488973    1    1    1    1    1      1         38
 0.462704    1    1    1    1    0      2         38
 0.549597    1    1    1    0    1      3         38
 0.519426    1    1    1    0    0      4         38
 0.551689    1    0    0    1    1      5         38
 0.560539    1    0    0    1    0      6         38
 0.627922    1    0    0    0    1      7         38
 0.593848    1    0    0    0    0      8         38
 0.626111    1    1    1    1    1      9         38
 0.592037    1    1    1    1    0     10         38
 0.686735    1    1    1    0    1     11         38
 0.644857    1    1    1    0    0     12         38
 0.712240    1    0    0    1    1     13         38
 0.685970    1    0    0    1    0     14         38
 0.749451    1    0    0    0    1     15         38
 0.734888    1    0    0    0    0     16         38
 0.778858    0    1    1    1    1     17         38
 0.733077    0    1    1    1    0     18         38
 0.800460    0    1    1    0    1     19         38
 0.778093    0    1    1    0    0     20         38
 0.825965    0    0    0    1    1     21         38
 0.827010    0    0    0    1    0     22         38
 0.874882    0    0    0    0    1     23         38
 0.848613    0    0    0    0    0     24         38
 0.923800    0    1    1    1    1     25         38
 0.870215    0    1    1    1    0     26         38
 0.906381    0    1    1    0    1     27         38
 0.958154    0    1    1    0    0     28         38
 0.982613    0    0    0    1    1     29         38
 0.987561    0    0    0    1    0     30         38
 1.031531    0    0    0    0    1     31         38
 0.977946    0    0    0    0    0     32         38
 0.425031    1    1    1    1    1      1         39
 0.359688    1    1    1    1    0      2         39
 0.427024    1    1    1    0    1      3         39
 0.385095    1    1    1    0    0      4         39
 0.475846    1    0    0    1    1      5         39
 0.457330    1    0    0    1    0      6         39
 0.497350    1    0    0    0    1      7         39
 0.502249    1    0    0    0    0      8         39
 0.491539    1    1    1    1    1      9         39
 0.476926    1    1    1    1    0     10         39
 0.575481    1    1    1    0    1     11         39
 0.521845    1    1    1    0    0     12         39
 0.620400    1    0    0    1    1     13         39
 0.558959    1    0    0    1    0     14         39
 0.653612    1    0    0    0    1     15         39
 0.607781    1    0    0    0    0     16         39
 0.612680    0    1    1    1    1     17         39
 0.609774    0    1    1    1    0     18         39
 0.669306    0    1    1    0    1     19         39
 0.650790    0    1    1    0    0     20         39
 0.729834    0    0    0    1    1     21         39
 0.652784    0    0    0    1    0     22         39
 0.708413    0    0    0    0    1     23         39
 0.713312    0    0    0    0    0     24         39
 0.749430    0    1    1    1    1     25         39
 0.730915    0    1    1    1    0     26         39
 0.817763    0    1    1    0    1     27         39
 0.764127    0    1    1    0    0     28         39
 0.819756    0    0    0    1    1     29         39
 0.797338    0    0    0    1    0     30         39
 0.868577    0    0    0    0    1     31         39
 0.842257    0    0    0    0    0     32         39
 0.414511    1    1    1    1    1      1         40
 0.372623    1    1    1    1    0      2         40
 0.420484    1    1    1    0    1      3         40
 0.402009    1    1    1    0    0      4         40
 0.449870    1    0    0    1    1      5         40
 0.423590    1    0    0    1    0      6         40
 0.506572    1    0    0    0    1      7         40
 0.452976    1    0    0    0    0      8         40
 0.520349    1    1    1    1    1      9         40
 0.482363    1    1    1    1    0     10         40
 0.557540    1    1    1    0    1     11         40
 0.554673    1    1    1    0    0     12         40
 0.610339    1    0    0    1    1     13         40
 0.572352    1    0    0    1    0     14         40
 0.682649    1    0    0    0    1     15         40
 0.593934    1    0    0    0    0     16         40
 0.622285    0    1    1    1    1     17         40
 0.588200    0    1    1    1    0     18         40
 0.671182    0    1    1    0    1     19         40
 0.621489    0    1    1    0    0     20         40
 0.688861    0    0    0    1    1     21         40
 0.674288    0    0    0    1    0     22         40
 0.757270    0    0    0    0    1     23         40
 0.699772    0    0    0    0    0     24         40
 0.708612    0    1    1    1    1     25         40
 0.670625    0    1    1    1    0     26         40
 0.792629    0    1    1    0    1     27         40
 0.739033    0    1    1    0    0     28         40
 0.825917    0    0    0    1    1     29         40
 0.807441    0    0    0    1    0     30         40
 0.882618    0    0    0    0    1     31         40
 0.829023    0    0    0    0    0     32         40
-0.407582    1    1    1    1    1      1         41
-0.396811    1    1    1    1    0      2         41
-0.475799    1    1    1    0    1      3         41
-0.422099    1    1    1    0    0      4         41
-0.485477    1    0    0    1    1      5         41
-0.482511    1    0    0    1    0      6         41
-0.526376    1    0    0    0    1      7         41
-0.511702    1    0    0    0    0      8         41
-0.555567    1    1    1    1    1      9         41
-0.525283    1    1    1    1    0     10         41
-0.604271    1    1    1    0    1     11         41
-0.562279    1    1    1    0    0     12         41
-0.629559    1    0    0    1    1     13         41
-0.610983    1    0    0    1    0     14         41
-0.693874    1    0    0    0    1     15         41
-0.616759    1    0    0    0    0     16         41
-0.613792    0    1    1    1    1     17         41
-0.587411    0    1    1    1    0     18         41
-0.678107    0    1    1    0    1     19         41
-0.624407    0    1    1    0    0     20         41
-0.715103    0    0    0    1    1     21         41
-0.665306    0    0    0    1    0     22         41
-0.779418    0    0    0    0    1     23         41
-0.741328    0    0    0    0    0     24         41
-0.769583    0    1    1    1    1     25         41
-0.727591    0    1    1    1    0     26         41
-0.818287    0    1    1    0    1     27         41
-0.752879    0    1    1    0    0     28         41
-0.839673    0    0    0    1    1     29         41
-0.793778    0    0    0    1    0     30         41
-0.853253    0    0    0    0    1     31         41
-0.869800    0    0    0    0    0     32         41
-0.334536    1    1    1    1    1      1         42
-0.331605    1    1    1    1    0      2         42
-0.391115    1    1    1    0    1      3         42
-0.380380    1    1    1    0    0      4         42
-0.412572    1    0    0    1    1      5         42
-0.433056    1    0    0    1    0      6         42
-0.473053    1    0    0    0    1      7         42
-0.462318    1    0    0    0    0      8         42
-0.467193    1    1    1    1    1      9         42
-0.452556    1    1    1    1    0     10         42
-0.535480    1    1    1    0    1     11         42
-0.485720    1    1    1    0    0     12         42
-0.560839    1    0    0    1    1     13         42
-0.546202    1    0    0    1    0     14         42
-0.629126    1    0    0    0    1     15         42
-0.587171    1    0    0    0    0     16         42
