This is Dataplot data file     JAHANMI2.DAT
Effect of Machining Factors on Strength of Ceramics
(Longitudinal Data Only)
Response variable                  = ceramic strength
Number of observations             =  480
Number of variables per line image =   15
Order of variables on a line image--
   1. Factor  1 = Observation Id (1 to 960)
   2. Factor  2 = Lab (8 levels: 1 to 8)
   3. Factor  3 = Bar id within lab (1 to 30)
   4. Factor  4 = Set xxx (4 levels: 1 to 4)
   5. Response Variable Y = Strength of Ceramic
   6. Factor  5 = Table Speed    (2 levels: slow and fast)
   7. Factor  6 = Down Feed Rate (2 levels: slow & fast)
   8. Factor  7 = Wheel Grit     (2 levels:     )
   9. Factor  8 = Direction      (1 level : longitudinal only)
  10. Factor  9 = Treatment      (2**4 = 16 levels: 1 to 16)
  11. Factor 10 = Set of 15 within lab (2 levels: 1 and 2)
  12. Factor 11 = Rep (2 levels: 1 and 2)
  13. Factor 12 = Coded Lab (for SAS plotting purposes)
  14. Factor 13 = Bar Batch (2 levels: 1 and 2)
  15. Factor 14 = ..
  16. Factor 15 = distinct set of 15 reps (32 levels: 1 to 32)
To read this file into Dataplot--
    SKIP 50
    READ JAHANMI2.DAT   RUN LAB BAR SET Y X1 TO X10 SET2
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 Id Lab Num Test    Y    X1 X2 X3 X4 Trt Set Llab Rep Bat Sblab Set2
610  6   10   1  577.409  1  1  1 -1  8   1  5.75  2  2  5.75  21
611  6   11   1  773.226  1  1  1 -1  8   1  5.75  2  1  5.50  21
612  6   12   1  576.731  1  1  1 -1  8   1  5.75  2  2  5.75  21
613  6   13   1  708.261  1  1  1 -1  8   1  5.75  2  1  5.50  21
614  6   14   1  617.441  1  1  1 -1  8   1  5.75  2  2  5.75  21
615  6   15   1  739.086  1  1  1 -1  8   1  5.75  2  1  5.50  21
616  6   16   1  577.409  1  1  1 -1  8   2  6.25  2  2  6.50  22
617  6   17   1  667.786  1  1  1 -1  8   2  6.25  2  1  6.25  22
618  6   18   1  548.957  1  1  1 -1  8   2  6.25  2  2  6.50  22
619  6   19   1  674.481  1  1  1 -1  8   2  6.25  2  1  6.25  22
620  6   20   1  623.315  1  1  1 -1  8   2  6.25  2  2  6.50  22
621  6   21   1  695.688  1  1  1 -1  8   2  6.25  2  1  6.25  22
622  6   22   1  621.761  1  1  1 -1  8   2  6.25  2  2  6.50  22
623  6   23   1  588.288  1  1  1 -1  8   2  6.25  2  1  6.25  22
624  6   24   1  553.978  1  1  1 -1  8   2  6.25  2  2  6.50  22
625  6   25   1  545.610  1  1  1 -1  8   2  6.25  2  1  6.25  22
626  6   26   1  657.157  1  1  1 -1  8   2  6.25  2  2  6.50  22
627  6   27   1  752.305  1  1  1 -1  8   2  6.25  2  1  6.25  22
628  6   28   1  610.882  1  1  1 -1  8   2  6.25  2  2  6.50  22
629  6   29   1  684.523  1  1  1 -1  8   2  6.25  2  1  6.25  22
630  6   30   1  552.304  1  1  1 -1  8   2  6.25  2  2  6.50  22
631  6    1   2  717.159 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
632  6    2   2  545.303 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
633  6    3   2  721.343 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
634  6    4   2  651.934 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
635  6    5   2  750.623 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
636  6    6   2  635.240 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
637  6    7   2  776.488 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
638  6    8   2  641.083 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
639  6    9   2  750.623 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
640  6   10   2  645.321 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
641  6   11   2  600.840 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
642  6   12   2  566.127 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
643  6   13   2  686.196 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
644  6   14   2  647.844 -1  1 -1 -1  3   1  5.75  2  2  5.75  23
645  6   15   2  687.870 -1  1 -1 -1  3   1  5.75  2  1  5.50  23
646  6   16   2  554.815 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
647  6   17   2  725.527 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
648  6   18   2  620.087 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
649  6   19   2  658.796 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
650  6   20   2  711.301 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
651  6   21   2  690.380 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
652  6   22   2  644.355 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
653  6   23   2  737.144 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
654  6   24   2  713.812 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
655  6   25   2  663.851 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
656  6   26   2  696.707 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
657  6   27   2  766.630 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
658  6   28   2  589.453 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
659  6   29   2  625.922 -1  1 -1 -1  3   2  6.25  2  1  6.25  24
660  6   30   2  634.468 -1  1 -1 -1  3   2  6.25  2  2  6.50  24
721  7    1   1  694.430  1  1 -1 -1   4  1  6.75  2  1  6.50  25
722  7    2   1  599.751  1  1 -1 -1   4  1  6.75  2  2  6.75  25
723  7    3   1  730.217  1  1 -1 -1   4  1  6.75  2  1  6.50  25
724  7    4   1  624.542  1  1 -1 -1   4  1  6.75  2  2  6.75  25
725  7    5   1  700.770  1  1 -1 -1   4  1  6.75  2  1  6.50  25
726  7    6   1  723.505  1  1 -1 -1   4  1  6.75  2  2  6.75  25
727  7    7   1  722.242  1  1 -1 -1   4  1  6.75  2  1  6.50  25
728  7    8   1  674.717  1  1 -1 -1   4  1  6.75  2  2  6.75  25
729  7    9   1  763.828  1  1 -1 -1   4  1  6.75  2  1  6.50  25
730  7   10   1  608.539  1  1 -1 -1   4  1  6.75  2  2  6.75  25
731  7   11   1  695.668  1  1 -1 -1   4  1  6.75  2  1  6.50  25
732  7   12   1  612.135  1  1 -1 -1   4  1  6.75  2  2  6.75  25
733  7   13   1  688.887  1  1 -1 -1   4  1  6.75  2  1  6.50  25
734  7   14   1  591.935  1  1 -1 -1   4  1  6.75  2  2  6.75  25
735  7   15   1  531.021  1  1 -1 -1   4  1  6.75  2  1  6.50  25
736  7   16   1  676.656  1  1 -1 -1   4  2  7.25  2  2  7.50  26
737  7   17   1  698.915  1  1 -1 -1   4  2  7.25  2  1  7.25  26
738  7   18   1  647.323  1  1 -1 -1   4  2  7.25  2  2  7.50  26
739  7   19   1  735.905  1  1 -1 -1   4  2  7.25  2  1  7.25  26
740  7   20   1  811.970  1  1 -1 -1   4  2  7.25  2  2  7.50  26
741  7   21   1  732.039  1  1 -1 -1   4  2  7.25  2  1  7.25  26
742  7   22   1  603.883  1  1 -1 -1   4  2  7.25  2  2  7.50  26
743  7   23   1  751.832  1  1 -1 -1   4  2  7.25  2  1  7.25  26
744  7   24   1  608.643  1  1 -1 -1   4  2  7.25  2  2  7.50  26
745  7   25   1  618.663  1  1 -1 -1   4  2  7.25  2  1  7.25  26
746  7   26   1  630.778  1  1 -1 -1   4  2  7.25  2  2  7.50  26
747  7   27   1  744.845  1  1 -1 -1   4  2  7.25  2  1  7.25  26
748  7   28   1  623.063  1  1 -1 -1   4  2  7.25  2  2  7.50  26
749  7   29   1  690.826  1  1 -1 -1   4  2  7.25  2  1  7.25  26
750  7   30   1  472.463  1  1 -1 -1   4  2  7.25  2  2  7.50  26
811  7    1   4  666.893 -1  1  1 -1   7  1  6.75  2  1  6.50  27
812  7    2   4  645.932 -1  1  1 -1   7  1  6.75  2  2  6.75  27
813  7    3   4  759.860 -1  1  1 -1   7  1  6.75  2  1  6.50  27
814  7    4   4  577.176 -1  1  1 -1   7  1  6.75  2  2  6.75  27
815  7    5   4  683.752 -1  1  1 -1   7  1  6.75  2  1  6.50  27
816  7    6   4  567.530 -1  1  1 -1   7  1  6.75  2  2  6.75  27
817  7    7   4  729.591 -1  1  1 -1   7  1  6.75  2  1  6.50  27
818  7    8   4  821.654 -1  1  1 -1   7  1  6.75  2  2  6.75  27
819  7    9   4  730.706 -1  1  1 -1   7  1  6.75  2  1  6.50  27
820  7   10   4  684.490 -1  1  1 -1   7  1  6.75  2  2  6.75  27
821  7   11   4  763.124 -1  1  1 -1   7  1  6.75  2  1  6.50  27
822  7   12   4  600.427 -1  1  1 -1   7  1  6.75  2  2  6.75  27
823  7   13   4  724.193 -1  1  1 -1   7  1  6.75  2  1  6.50  27
824  7   14   4  686.023 -1  1  1 -1   7  1  6.75  2  2  6.75  27
825  7   15   4  630.352 -1  1  1 -1   7  1  6.75  2  1  6.50  27
826  7   16   4  628.109 -1  1  1 -1   7  2  7.25  2  2  7.50  28
827  7   17   4  750.338 -1  1  1 -1   7  2  7.25  2  1  7.25  28
828  7   18   4  605.214 -1  1  1 -1   7  2  7.25  2  2  7.50  28
829  7   19   4  752.417 -1  1  1 -1   7  2  7.25  2  1  7.25  28
830  7   20   4  640.260 -1  1  1 -1   7  2  7.25  2  2  7.50  28
831  7   21   4  707.899 -1  1  1 -1   7  2  7.25  2  1  7.25  28
832  7   22   4  700.767 -1  1  1 -1   7  2  7.25  2  2  7.50  28
833  7   23   4  715.582 -1  1  1 -1   7  2  7.25  2  1  7.25  28
834  7   24   4  665.924 -1  1  1 -1   7  2  7.25  2  2  7.50  28
835  7   25   4  728.746 -1  1  1 -1   7  2  7.25  2  1  7.25  28
836  7   26   4  555.926 -1  1  1 -1   7  2  7.25  2  2  7.50  28
837  7   27   4  591.193 -1  1  1 -1   7  2  7.25  2  1  7.25  28
838  7   28   4  543.299 -1  1  1 -1   7  2  7.25  2  2  7.50  28
839  7   29   4  592.252 -1  1  1 -1   7  2  7.25  2  1  7.25  28
840  7   30   4  511.030 -1  1  1 -1   7  2  7.25  2  2  7.50  28
901  8    1   3  740.833 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
902  8    2   3  583.994 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
903  8    3   3  786.367 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
904  8    4   3  611.048 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
905  8    5   3  712.386 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
906  8    6   3  623.338 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
907  8    7   3  738.333 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
908  8    8   3  679.585 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
909  8    9   3  741.480 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
910  8   10   3  665.004 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
911  8   11   3  729.167 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
912  8   12   3  655.860 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
913  8   13   3  795.833 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
914  8   14   3  715.711 -1 -1  1 -1   5  1  7.75  2  2  7.75  29
915  8   15   3  723.502 -1 -1  1 -1   5  1  7.75  2  1  7.50  29
916  8   16   3  611.999 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
917  8   17   3  718.333 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
918  8   18   3  577.722 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
919  8   19   3  768.080 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
920  8   20   3  615.129 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
921  8   21   3  747.500 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
922  8   22   3  540.316 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
923  8   23   3  775.000 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
924  8   24   3  711.667 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
925  8   25   3  760.599 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
926  8   26   3  639.167 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
927  8   27   3  758.333 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
928  8   28   3  549.491 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
929  8   29   3  682.500 -1 -1  1 -1   5  2  8.25  2  1  8.25  30
930  8   30   3  684.167 -1 -1  1 -1   5  2  8.25  2  2  8.50  30
931  8    1   4  658.116  1 -1 -1 -1   2  1  7.75  2  1  7.50  31
932  8    2   4  672.153  1 -1 -1 -1   2  1  7.75  2  2  7.75  31
933  8    3   4  738.213  1 -1 -1 -1   2  1  7.75  2  1  7.50  31
934  8    4   4  594.534  1 -1 -1 -1   2  1  7.75  2  2  7.75  31
935  8    5   4  681.236  1 -1 -1 -1   2  1  7.75  2  1  7.50  31
936  8    6   4  627.650  1 -1 -1 -1  2   1  7.75  2  2  7.75  31
937  8    7   4  704.904  1 -1 -1 -1  2   1  7.75  2  1  7.50  31
938  8    8   4  551.870  1 -1 -1 -1  2   1  7.75  2  2  7.75  31
939  8    9   4  693.623  1 -1 -1 -1  2   1  7.75  2  1  7.50  31
940  8   10   4  594.534  1 -1 -1 -1  2   1  7.75  2  2  7.75  31
941  8   11   4  624.993  1 -1 -1 -1  2   1  7.75  2  1  7.50  31
942  8   12   4  602.660  1 -1 -1 -1  2   1  7.75  2  2  7.75  31
943  8   13   4  700.228  1 -1 -1 -1  2   1  7.75  2  1  7.50  31
944  8   14   4  585.450  1 -1 -1 -1  2   1  7.75  2  2  7.75  31
945  8   15   4  611.874  1 -1 -1 -1  2   1  7.75  2  1  7.50  31
946  8   16   4  555.724  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
947  8   17   4  579.167  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
948  8   18   4  574.934  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
949  8   19   4  720.872  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
950  8   20   4  584.625  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
951  8   21   4  690.320  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
952  8   22   4  555.724  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
953  8   23   4  677.933  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
954  8   24   4  611.874  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
955  8   25   4  674.600  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
956  8   26   4  698.254  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
957  8   27   4  611.999  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
958  8   28   4  748.130  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
959  8   29   4  530.680  1 -1 -1 -1  2   2  8.25  2  1  8.25  32
960  8   30   4  689.942  1 -1 -1 -1  2   2  8.25  2  2  8.50  32
