This is Dataplot data file   TAAM.DAT
Wafer Thickness
Source--Winsom Taam, Dept. of Math & Stat
Oakland University, MI  248-370-3438    taam@oakland.edu
(Used in presentation by Taam at SEMATECH
Stat Conference, March 31, 1998)
Number of Obervations = 45 wafers x 116 sites/wafer = 5220
Number of variables per line image = 4
Order of variables on a line image--
   1. Response Variable = wafer thickness
   2. Factor 1          = x-position on wafer
   3. Factor 2          = y-position on wafer
   4. Factor 3          = wafer identification (1 to 45)









    Y           XPOS        YPOS       ID
 6977.90        0.42       -0.42       12
 6899.30        0.30       -0.52       12
 6829.80        0.16       -0.58       12
 6807.10        0.00       -0.60       12
 6834.60       -0.16       -0.58       12
 6903.30       -0.30       -0.52       12
 6921.20       -0.42       -0.42       12
 6960.10       -0.52       -0.30       12
 7010.90       -0.58       -0.16       12
 7032.30       -0.60        0.00       12
 7026.20       -0.58        0.16       12
 7001.20       -0.52        0.30       12
 6974.50       -0.42        0.42       12
 6910.20       -0.30        0.52       12
 6863.80       -0.16        0.58       12
 6695.60        0.00        0.80       12
 6688.50        0.16        0.78       12
 6694.40        0.31        0.74       12
 6759.10        0.44        0.67       12
 6821.90        0.57        0.57       12
 6838.50        0.67        0.44       12
 6870.90        0.74        0.31       12
 6891.70        0.78        0.16       12
 6884.80        0.80        0.00       12
 6882.70        0.78       -0.16       12
 6884.70        0.74       -0.31       12
 6905.20        0.67       -0.44       12
 6891.60        0.57       -0.57       12
 6907.70        0.44       -0.67       12
 6835.40        0.31       -0.74       12
 6759.10        0.16       -0.78       12
 6757.80        0.00       -0.80       12
 6753.20       -0.16       -0.78       12
 6803.00       -0.31       -0.74       12
 6839.80       -0.44       -0.67       12
 6880.30       -0.57       -0.57       12
 6864.80       -0.67       -0.44       12
 6908.70       -0.74       -0.31       12
 6908.90       -0.78       -0.16       12
 6923.70       -0.80        0.00       12
 6921.00       -0.78        0.16       12
 6922.10       -0.74        0.31       12
 6917.80       -0.67        0.44       12
 6876.80       -0.57        0.57       12
 6808.10       -0.44        0.67       12
 6797.10       -0.31        0.74       12
 6764.70       -0.16        0.78       12
 6563.70        0.00        1.00       12
 6549.80        0.16        0.99       12
 6557.80        0.31        0.95       12
 6612.10        0.45        0.89       12
 6656.10        0.59        0.81       12
 6647.20        0.71        0.71       12
 6631.30        0.81        0.59       12
 6674.50        0.89        0.45       12
 6728.50        0.95        0.31       12
 6746.30        0.99        0.16       12
 6705.00        1.00        0.00       12
 6698.10        0.99       -0.16       12
 6739.40        0.95       -0.31       12
 6771.10        0.89       -0.45       12
 6757.30        0.81       -0.59       12
 6733.70        0.71       -0.71       12
 6771.20        0.59       -0.81       12
 6780.60        0.45       -0.89       12
 6772.60       -0.45       -0.89       12
 6761.20       -0.59       -0.81       12
 6737.40       -0.71       -0.71       12
 6696.10       -0.81       -0.59       12
 6735.40       -0.89       -0.45       12
 6747.40       -0.95       -0.31       12
 6746.30       -0.99       -0.16       12
 6769.10       -1.00        0.00       12
 6772.10       -0.99        0.16       12
 6759.20       -0.95        0.31       12
 6739.40       -0.89        0.45       12
 6701.30       -0.81        0.59       12
 6647.10       -0.71        0.71       12
 6635.50       -0.59        0.81       12
 6627.60       -0.45        0.89       12
 6638.20       -0.31        0.95       12
 6617.80       -0.16        0.99       12

 6922.10        0.00        0.00       13
 6937.60        0.00        0.20       13
 6941.50        0.14        0.14       13
 6991.40        0.20        0.00       13
 6935.50        0.14       -0.14       13
 6949.10        0.00       -0.20       13
 6979.50       -0.14       -0.14       13
 6995.10       -0.20        0.00       13
 6966.00       -0.14        0.14       13
 6901.60        0.00        0.40       13
 6911.10        0.15        0.37       13
 6916.10        0.28        0.28       13
 6963.90        0.37        0.15       13
 7045.30        0.40        0.00       13
 6968.00        0.37       -0.15       13
 6960.90        0.28       -0.28       13
 6915.80        0.15       -0.37       13
 6929.70        0.00       -0.40       13
 6961.10       -0.15       -0.37       13
 7014.10       -0.28       -0.28       13
 7030.10       -0.37       -0.15       13
 7015.00       -0.40        0.00       13
 6999.30       -0.37        0.15       13
 7000.60       -0.28        0.28       13
 6958.40       -0.15        0.37       13
 6801.50        0.00        0.60       13
 6824.00        0.16        0.58       13
 6841.30        0.30        0.52       13
 6884.80        0.42        0.42       13
 6950.10        0.52        0.30       13
 6951.40        0.58        0.16       13
 7029.60        0.60        0.00       13
 6968.50        0.58       -0.16       13
 6985.40        0.52       -0.30       13
 6988.40        0.42       -0.42       13
 6930.00        0.30       -0.52       13
 6873.80        0.16       -0.58       13
 6854.30        0.00       -0.60       13
 6898.30       -0.16       -0.58       13
 6969.50       -0.30       -0.52       13
 6960.00       -0.42       -0.42       13
 6967.50       -0.52       -0.30       13
 6976.40       -0.58       -0.16       13
 6991.80       -0.60        0.00       13
 7044.30       -0.58        0.16       13
 6969.00       -0.52        0.30       13
 6960.00       -0.42        0.42       13
 6915.10       -0.30        0.52       13
 6879.50       -0.16        0.58       13
 6707.90        0.00        0.80       13
 6701.30        0.16        0.78       13
 6711.40        0.31        0.74       13
 6772.70        0.44        0.67       13
 6825.00        0.57        0.57       13
 6826.50        0.67        0.44       13
 6840.30        0.74        0.31       13
 6842.40        0.78        0.16       13
 6926.60        0.80        0.00       13
 6867.00        0.78       -0.16       13
 6889.30        0.74       -0.31       13
 6935.60        0.67       -0.44       13
 6941.10        0.57       -0.57       13
 6995.30        0.44       -0.67       13
 6932.00        0.31       -0.74       13
 6823.90        0.16       -0.78       13
 6798.10        0.00       -0.80       13
 6799.50       -0.16       -0.78       13
 6863.80       -0.31       -0.74       13
 6885.40       -0.44       -0.67       13
 6909.20       -0.57       -0.57       13
 6879.80       -0.67       -0.44       13
 6892.70       -0.74       -0.31       13
 6868.90       -0.78       -0.16       13
 6886.40       -0.80        0.00       13
 6965.00       -0.78        0.16       13
 6879.80       -0.74        0.31       13
 6898.60       -0.67        0.44       13
 6865.80       -0.57        0.57       13
 6839.80       -0.44        0.67       13
 6829.50       -0.31        0.74       13
 6798.10       -0.16        0.78       13
 6653.10        0.00        1.00       13
 6579.20        0.16        0.99       13
 6563.70        0.31        0.95       13
 6623.70        0.45        0.89       13
 6657.10        0.59        0.81       13
 6656.10        0.71        0.71       13
 6635.70        0.81        0.59       13
 6670.60        0.89        0.45       13
 6771.10        0.95        0.31       13
 6702.30        0.99        0.16       13
 6748.40        1.00        0.00       13
 6708.10        0.99       -0.16       13
 6749.70        0.95       -0.31       13
 6781.60        0.89       -0.45       13
 6807.10        0.81       -0.59       13
 6798.10        0.71       -0.71       13
 6900.60        0.59       -0.81       13
 6886.40        0.45       -0.89       13
 6795.10       -0.45       -0.89       13
 6783.60       -0.59       -0.81       13
 6793.60       -0.71       -0.71       13
 6726.80       -0.81       -0.59       13
 6739.40       -0.89       -0.45       13
 6757.80       -0.95       -0.31       13
 6738.40       -0.99       -0.16       13
 6735.40       -1.00        0.00       13
 6780.60       -0.99        0.16       13
 6734.40       -0.95        0.31       13
 6729.80       -0.89        0.45       13
 6711.40       -0.81        0.59       13
 6683.40       -0.71        0.71       13
 6670.90       -0.59        0.81       13
 6667.10       -0.45        0.89       13
 6667.60       -0.31        0.95       13
 6646.10       -0.16        0.99       13

 6959.00        0.00        0.00       14
 6906.90        0.00        0.20       14
 6914.30        0.14        0.14       14
 6891.70        0.20        0.00       14
 6921.20        0.14       -0.14       14
 6980.80        0.00       -0.20       14
 7038.50       -0.14       -0.14       14
 7065.00       -0.20        0.00       14
 6959.00       -0.14        0.14       14
 6840.30        0.00        0.40       14
 6856.00        0.15        0.37       14
 6856.00        0.28        0.28       14
 6912.10        0.37        0.15       14
 7000.90        0.40        0.00       14
 7032.30        0.37       -0.15       14
 6960.00        0.28       -0.28       14
 6901.10        0.15       -0.37       14
 6911.10        0.00       -0.40       14
 6954.00       -0.15       -0.37       14
 7054.20       -0.28       -0.28       14
 7037.00       -0.37       -0.15       14
 7045.30       -0.40        0.00       14
 6984.80       -0.37        0.15       14
 6985.40       -0.28        0.28       14
 6924.60       -0.15        0.37       14
 6811.10        0.00        0.60       14
 6793.60        0.16        0.58       14
 6786.70        0.30        0.52       14
 6841.30        0.42        0.42       14
 6880.60        0.52        0.30       14
 6972.90        0.58        0.16       14
 6930.70        0.60        0.00       14
 6813.00        0.58       -0.16       14
 6986.40        0.52       -0.30       14
 6984.40        0.42       -0.42       14
 6921.20        0.30       -0.52       14
 6862.30        0.16       -0.58       14
 6843.40        0.00       -0.60       14
 6879.30       -0.16       -0.58       14
 6950.10       -0.30       -0.52       14
 6947.60       -0.42       -0.42       14
 7032.70       -0.52       -0.30       14
 6993.30       -0.58       -0.16       14
 6986.40       -0.60        0.00       14
 6970.80       -0.58        0.16       14
 6956.00       -0.52        0.30       14
 6927.80       -0.42        0.42       14
 6920.70       -0.30        0.52       14
 6893.70       -0.16        0.58       14
 6746.30        0.00        0.80       14
 6730.80        0.16        0.78       14
 6755.30        0.31        0.74       14
 6808.40        0.44        0.67       14
 6811.10        0.57        0.57       14
 6788.20        0.67        0.44       14
 6806.10        0.74        0.31       14
 6867.80        0.78        0.16       14
 6819.60        0.80        0.00       14
 6890.30        0.78       -0.16       14
 6875.80        0.74       -0.31       14
 6920.20        0.67       -0.44       14
 6910.20        0.57       -0.57       14
 6942.50        0.44       -0.67       14
 6877.80        0.31       -0.74       14
 6807.10        0.16       -0.78       14
 6802.50        0.00       -0.80       14
 6809.40       -0.16       -0.78       14
 6858.90       -0.31       -0.74       14
 6889.30       -0.44       -0.67       14
 6915.80       -0.57       -0.57       14
 6878.30       -0.67       -0.44       14
 6977.60       -0.74       -0.31       14
 6877.80       -0.78       -0.16       14
 6879.30       -0.80        0.00       14
 6863.30       -0.78        0.16       14
 6841.30       -0.74        0.31       14
 6866.80       -0.67        0.44       14
 6840.30       -0.57        0.57       14
 6851.30       -0.44        0.67       14
 6819.90       -0.31        0.74       14
 6798.10       -0.16        0.78       14
 6612.10        0.00        1.00       14
 6577.30        0.16        0.99       14
 6589.30        0.31        0.95       14
 6675.50        0.45        0.89       14
 6679.60        0.59        0.81       14
 6642.60        0.71        0.71       14
 6622.70        0.81        0.59       14
 6640.40        0.89        0.45       14
 6592.10        0.95        0.31       14
 6675.50        0.99        0.16       14
 6709.10        1.00        0.00       14
 6681.90        0.99       -0.16       14
 6720.80        0.95       -0.31       14
 6757.80        0.89       -0.45       14
 6765.20        0.81       -0.59       14
 6751.20        0.71       -0.71       14
 6806.10        0.59       -0.81       14
 6818.90        0.45       -0.89       14
 6824.00       -0.45       -0.89       14
 6813.00       -0.59       -0.81       14
 6785.70       -0.71       -0.71       14
 6761.20       -0.81       -0.59       14
 6771.10       -0.89       -0.45       14
 6819.60       -0.95       -0.31       14
 6837.50       -0.99       -0.16       14
 6735.40       -1.00        0.00       14
 6704.40       -0.99        0.16       14
 6718.90       -0.95        0.31       14
 6736.40       -0.89        0.45       14
 6691.50       -0.81        0.59       14
 6667.60       -0.71        0.71       14
 6683.40       -0.59        0.81       14
 6689.50       -0.45        0.89       14
 6734.90       -0.31        0.95       14
 6695.40       -0.16        0.99       14

 6924.10        0.00        0.00       15
 6923.70        0.00        0.20       15
 6923.70        0.14        0.14       15
 6900.10        0.20        0.00       15
 6932.70        0.14       -0.14       15
 6918.70        0.00       -0.20       15
 6989.40       -0.14       -0.14       15
 7059.60       -0.20        0.00       15
 6972.80       -0.14        0.14       15
 6856.90        0.00        0.40       15
 6871.70        0.15        0.37       15
 6870.70        0.28        0.28       15
 6924.10        0.37        0.15       15
 6942.50        0.40        0.00       15
 6968.00        0.37       -0.15       15
 6921.00        0.28       -0.28       15
 6905.40        0.15       -0.37       15
 6889.60        0.00       -0.40       15
 6915.80       -0.15       -0.37       15
 6974.90       -0.28       -0.28       15
 7024.70       -0.37       -0.15       15
 7033.70       -0.40        0.00       15
 7044.10       -0.37        0.15       15
 6988.40       -0.28        0.28       15
 6934.60       -0.15        0.37       15
 6780.50        0.00        0.60       15
 6785.60        0.16        0.58       15
 6797.30        0.30        0.52       15
 6846.40        0.42        0.42       15
 6903.10        0.52        0.30       15
 6935.60        0.58        0.16       15
 6926.60        0.60        0.00       15
 6938.60        0.58       -0.16       15
 6948.10        0.52       -0.30       15
 6918.70        0.42       -0.42       15
 6894.20        0.30       -0.52       15
 6832.40        0.16       -0.58       15
 6830.90        0.00       -0.60       15
 6859.90       -0.16       -0.58       15
 6907.20       -0.30       -0.52       15
 6947.50       -0.42       -0.42       15
 6962.90       -0.52       -0.30       15
 6971.90       -0.58       -0.16       15
 6985.40       -0.60        0.00       15
 6975.40       -0.58        0.16       15
 6956.00       -0.52        0.30       15
 6927.60       -0.42        0.42       15
 6896.20       -0.30        0.52       15
 6871.20       -0.16        0.58       15
 6732.80        0.00        0.80       15
 6717.00        0.16        0.78       15
 6706.00        0.31        0.74       15
 6755.30        0.44        0.67       15
 6806.10        0.57        0.57       15
 6796.10        0.67        0.44       15
 6822.90        0.74        0.31       15
 6815.00        0.78        0.16       15
 6815.00        0.80        0.00       15
 6820.90        0.78       -0.16       15
 6861.30        0.74       -0.31       15
 6870.70        0.67       -0.44       15
 6879.50        0.57       -0.57       15
 6876.80        0.44       -0.67       15
 6810.90        0.31       -0.74       15
 6738.40        0.16       -0.78       15
 6728.80        0.00       -0.80       15
 6770.10       -0.16       -0.78       15
 6829.50       -0.31       -0.74       15
 6863.30       -0.44       -0.67       15
 6856.00       -0.57       -0.57       15
 6876.80       -0.67       -0.44       15
 6877.50       -0.74       -0.31       15
 6889.60       -0.78       -0.16       15
 6881.70       -0.80        0.00       15
 6863.80       -0.78        0.16       15
 6843.40       -0.74        0.31       15
 6854.30       -0.67        0.44       15
 6825.00       -0.57        0.57       15
 6824.00       -0.44        0.67       15
 6821.90       -0.31        0.74       15
 6798.20       -0.16        0.78       15
 6629.80        0.00        1.00       15
 6606.00        0.16        0.99       15
 6597.20        0.31        0.95       15
 6643.60        0.45        0.89       15
 6678.50        0.59        0.81       15
 6681.90        0.71        0.71       15
 6632.50        0.81        0.59       15
 6652.00        0.89        0.45       15
 6665.10        0.95        0.31       15
 6639.50        0.99        0.16       15
 6653.10        1.00        0.00       15
 6672.00        0.99       -0.16       15
 6698.10        0.95       -0.31       15
 6726.50        0.89       -0.45       15
 6735.40        0.81       -0.59       15
 6734.30        0.71       -0.71       15
 6746.40        0.59       -0.81       15
 6797.10        0.45       -0.89       15
 6785.70       -0.45       -0.89       15
 6805.10       -0.59       -0.81       15
 6787.20       -0.71       -0.71       15
 6663.00       -0.81       -0.59       15
 6701.30       -0.89       -0.45       15
 6774.70       -0.95       -0.31       15
 6779.60       -0.99       -0.16       15
 6728.80       -1.00        0.00       15
 6700.30       -0.99        0.16       15
 6715.00       -0.95        0.31       15
 6702.30       -0.89        0.45       15
 6656.10       -0.81        0.59       15
 6633.50       -0.71        0.71       15
 6684.40       -0.59        0.81       15
 6687.50       -0.45        0.89       15
 6697.50       -0.31        0.95       15
 6674.00       -0.16        0.99       15

 6994.30        0.00        0.00       16
 6968.00        0.00        0.20       16
 6984.40        0.14        0.14       16
 6971.90        0.20        0.00       16
 6988.50        0.14       -0.14       16
 6971.50        0.00       -0.20       16
 7023.20       -0.14       -0.14       16
 7062.70       -0.20        0.00       16
 7030.10       -0.14        0.14       16
 6887.30        0.00        0.40       16
 6895.20        0.15        0.37       16
 6921.00        0.28        0.28       16
 6980.80        0.37        0.15       16
 7004.30        0.40        0.00       16
 7021.90        0.37       -0.15       16
 6964.90        0.28       -0.28       16
 6923.70        0.15       -0.37       16
 6908.90        0.00       -0.40       16
 6943.50       -0.15       -0.37       16
 7019.30       -0.28       -0.28       16
 7057.80       -0.37       -0.15       16
 7065.60       -0.40        0.00       16
 7061.30       -0.37        0.15       16
 7025.40       -0.28        0.28       16
 6973.90       -0.15        0.37       16
 6782.60        0.00        0.60       16
 6770.10        0.16        0.58       16
 6784.70        0.30        0.52       16
 6865.00        0.42        0.42       16
 6943.50        0.52        0.30       16
 6977.40        0.58        0.16       16
 6990.50        0.60        0.00       16
 7005.30        0.58       -0.16       16
 7006.30        0.52       -0.30       16
 6950.10        0.42       -0.42       16
 6913.10        0.30       -0.52       16
 6844.40        0.16       -0.58       16
 6837.50        0.00       -0.60       16
 6872.90       -0.16       -0.58       16
 6929.70       -0.30       -0.52       16
 6971.70       -0.42       -0.42       16
 6988.40       -0.52       -0.30       16
 7006.80       -0.58       -0.16       16
 7011.60       -0.60        0.00       16
 7008.40       -0.58        0.16       16
 6982.30       -0.52        0.30       16
 6948.10       -0.42        0.42       16
 6916.80       -0.30        0.52       16
 6864.80       -0.16        0.58       16
 6678.50        0.00        0.80       16
 6661.00        0.16        0.78       16
 6657.10        0.31        0.74       16
 6713.90        0.44        0.67       16
 6778.00        0.57        0.57       16
 6811.10        0.67        0.44       16
 6848.10        0.74        0.31       16
 6873.80        0.78        0.16       16
 6870.90        0.80        0.00       16
 6883.70        0.78       -0.16       16
 6913.10        0.74       -0.31       16
 6904.30        0.67       -0.44       16
 6893.40        0.57       -0.57       16
 6887.30        0.44       -0.67       16
 6827.50        0.31       -0.74       16
 6755.30        0.16       -0.78       16
 6744.30        0.00       -0.80       16
 6788.20       -0.16       -0.78       16
 6851.30       -0.31       -0.74       16
 6882.70       -0.44       -0.67       16
 6878.30       -0.57       -0.57       16
 6891.30       -0.67       -0.44       16
 6898.30       -0.74       -0.31       16
 6922.10       -0.78       -0.16       16
 6913.10       -0.80        0.00       16
 6908.40       -0.78        0.16       16
 6898.20       -0.74        0.31       16
 6872.70       -0.67        0.44       16
 6828.80       -0.57        0.57       16
 6808.40       -0.44        0.67       16
 6776.70       -0.31        0.74       16
 6746.30       -0.16        0.78       16
 6570.40        0.00        1.00       16
 6532.80        0.16        0.99       16
 6521.40        0.31        0.95       16
 6560.90        0.45        0.89       16
 6601.10        0.59        0.81       16
 6589.30        0.71        0.71       16
 6582.70        0.81        0.59       16
 6639.20        0.89        0.45       16
 6686.50        0.95        0.31       16
 6701.30        0.99        0.16       16
 6703.50        1.00        0.00       16
 6734.70        0.99       -0.16       16
 6760.20        0.95       -0.31       16
 6764.20        0.89       -0.45       16
 6756.30        0.81       -0.59       16
 6746.30        0.71       -0.71       16
 6764.70        0.59       -0.81       16
 6816.10        0.45       -0.89       16
 6805.00       -0.45       -0.89       16
 6772.70       -0.59       -0.81       16
 6751.20       -0.71       -0.71       16
 6698.10       -0.81       -0.59       16
 6702.30       -0.89       -0.45       16
 6775.70       -0.95       -0.31       16
 6782.60       -0.99       -0.16       16
 6749.70       -1.00        0.00       16
 6764.20       -0.99        0.16       16
 6764.20       -0.95        0.31       16
 6739.70       -0.89        0.45       16
 6679.90       -0.81        0.59       16
 6644.10       -0.71        0.71       16
 6638.20       -0.59        0.81       16
 6628.60       -0.45        0.89       16
 6636.70       -0.31        0.95       16
 6603.10       -0.16        0.99       16

 6928.60        0.00        0.00       17
 6910.20        0.00        0.20       17
 6914.10        0.14        0.14       17
 6914.10        0.20        0.00       17
 6933.70        0.14       -0.14       17
 6919.70        0.00       -0.20       17
 6963.90       -0.14       -0.14       17
 7001.40       -0.20        0.00       17
 6976.90       -0.14        0.14       17
 6845.40        0.00        0.40       17
 6839.80        0.15        0.37       17
 6859.10        0.28        0.28       17
 6923.10        0.37        0.15       17
 6949.10        0.40        0.00       17
 6953.40        0.37       -0.15       17
 6922.10        0.28       -0.28       17
 6878.50        0.15       -0.37       17
 6867.90        0.00       -0.40       17
 6906.90       -0.15       -0.37       17
 6960.00       -0.28       -0.28       17
 6997.40       -0.37       -0.15       17
 7012.20       -0.40        0.00       17
 7009.20       -0.37        0.15       17
 6973.90       -0.28        0.28       17
 6933.70       -0.15        0.37       17
 6749.70        0.00        0.60       17
 6738.40        0.16        0.58       17
 6738.70        0.30        0.52       17
 6810.40        0.42        0.42       17
 6887.30        0.52        0.30       17
 6922.00        0.58        0.16       17
 6928.60        0.60        0.00       17
 6944.50        0.58       -0.16       17
 6961.10        0.52       -0.30       17
 6916.80        0.42       -0.42       17
 6888.60        0.30       -0.52       17
 6837.50        0.16       -0.58       17
 6815.00        0.00       -0.60       17
 6842.40       -0.16       -0.58       17
 6896.20       -0.30       -0.52       17
 6933.50       -0.42       -0.42       17
 6936.60       -0.52       -0.30       17
 6964.90       -0.58       -0.16       17
 6965.00       -0.60        0.00       17
 6957.20       -0.58        0.16       17
 6933.70       -0.52        0.30       17
 6898.30       -0.42        0.42       17
 6871.20       -0.30        0.52       17
 6823.00       -0.16        0.58       17
 6642.60        0.00        0.80       17
 6623.70        0.16        0.78       17
 6620.00        0.31        0.74       17
 6673.00        0.44        0.67       17
 6735.40        0.57        0.57       17
 6764.20        0.67        0.44       17
 6804.00        0.74        0.31       17
 6818.00        0.78        0.16       17
 6800.50        0.80        0.00       17
 6812.00        0.78       -0.16       17
 6850.00        0.74       -0.31       17
 6878.50        0.67       -0.44       17
 6874.80        0.57       -0.57       17
 6876.80        0.44       -0.67       17
 6801.50        0.31       -0.74       17
 6727.40        0.16       -0.78       17
 6724.90        0.00       -0.80       17
 6760.20       -0.16       -0.78       17
 6809.10       -0.31       -0.74       17
 6844.40       -0.44       -0.67       17
 6857.90       -0.57       -0.57       17
 6862.80       -0.67       -0.44       17
 6866.00       -0.74       -0.31       17
 6872.90       -0.78       -0.16       17
 6864.80       -0.80        0.00       17
 6862.30       -0.78        0.16       17
 6862.30       -0.74        0.31       17
 6827.50       -0.67        0.44       17
 6786.70       -0.57        0.57       17
 6764.20       -0.44        0.67       17
 6742.30       -0.31        0.74       17
 6709.40       -0.16        0.78       17
 6549.80        0.00        1.00       17
 6480.90        0.16        0.99       17
 6470.30        0.31        0.95       17
 6522.40        0.45        0.89       17
 6566.70        0.59        0.81       17
 6559.80        0.71        0.71       17
 6554.70        0.81        0.59       17
 6586.10        0.89        0.45       17
 6636.20        0.95        0.31       17
 6634.50        0.99        0.16       17
 6619.70        1.00        0.00       17
 6638.20        0.99       -0.16       17
 6687.50        0.95       -0.31       17
 6720.90        0.89       -0.45       17
 6729.50        0.81       -0.59       17
 6710.40        0.71       -0.71       17
 6729.80        0.59       -0.81       17
 6771.60        0.45       -0.89       17
 6748.40       -0.45       -0.89       17
 6726.40       -0.59       -0.81       17
 6704.40       -0.71       -0.71       17
 6678.50       -0.81       -0.59       17
 6686.50       -0.89       -0.45       17
 6726.80       -0.95       -0.31       17
 6733.70       -0.99       -0.16       17
 6730.80       -1.00        0.00       17
 6710.40       -0.99        0.16       17
 6727.50       -0.95        0.31       17
 6705.00       -0.89        0.45       17
 6645.10       -0.81        0.59       17
 6623.70       -0.71        0.71       17
 6591.20       -0.59        0.81       17
 6586.30       -0.45        0.89       17
 6595.20       -0.31        0.95       17
 6559.80       -0.16        0.99       17

 6919.70        0.00        0.00       18
 6928.70        0.00        0.20       18
 6920.00        0.14        0.14       18
 6898.30        0.20        0.00       18
 6927.60        0.14       -0.14       18
 6916.80        0.00       -0.20       18
 6966.00       -0.14       -0.14       18
 6992.80       -0.20        0.00       18
 6977.40       -0.14        0.14       18
 6885.40        0.00        0.40       18
 6875.80        0.15        0.37       18
 6879.50        0.28        0.28       18
 6914.10        0.37        0.15       18
 6918.70        0.40        0.00       18
 6936.60        0.37       -0.15       18
 6912.10        0.28       -0.28       18
 6891.70        0.15       -0.37       18
 6877.00        0.00       -0.40       18
 6921.70       -0.15       -0.37       18
 6968.50       -0.28       -0.28       18
 7015.60       -0.37       -0.15       18
 7005.30       -0.40        0.00       18
 7013.20       -0.37        0.15       18
 6986.40       -0.28        0.28       18
 6961.40       -0.15        0.37       18
 6819.60        0.00        0.60       18
 6798.10        0.16        0.58       18
 6799.50        0.30        0.52       18
 6854.40        0.42        0.42       18
 6904.10        0.52        0.30       18
 6921.00        0.58        0.16       18
 6916.10        0.60        0.00       18
 6962.40        0.58       -0.16       18
 6944.50        0.52       -0.30       18
 6907.90        0.42       -0.42       18
 6871.90        0.30       -0.52       18
 6832.40        0.16       -0.58       18
 6842.40        0.00       -0.60       18
 6865.80       -0.16       -0.58       18
 6922.10       -0.30       -0.52       18
 6942.50       -0.42       -0.42       18
 6941.10       -0.52       -0.30       18
 6955.00       -0.58       -0.16       18
 6957.20       -0.60        0.00       18
 6954.00       -0.58        0.16       18
 6947.20       -0.52        0.30       18
 6925.60       -0.42        0.42       18
 6911.10       -0.30        0.52       18
 6886.80       -0.16        0.58       18
 6715.80        0.00        0.80       18
 6688.50        0.16        0.78       18
 6684.60        0.31        0.74       18
 6747.30        0.44        0.67       18
 6804.00        0.57        0.57       18
 6815.00        0.67        0.44       18
 6821.90        0.74        0.31       18
 6805.00        0.78        0.16       18
 6831.90        0.80        0.00       18
 6808.10        0.78       -0.16       18
 6849.10        0.74       -0.31       18
 6874.80        0.67       -0.44       18
 6906.20        0.57       -0.57       18
 6865.00        0.44       -0.67       18
 6789.50        0.31       -0.74       18
 6723.90        0.16       -0.78       18
 6764.70        0.00       -0.80       18
 6759.90       -0.16       -0.78       18
 6816.00       -0.31       -0.74       18
 6852.30       -0.44       -0.67       18
 6864.80       -0.57       -0.57       18
 6865.80       -0.67       -0.44       18
 6861.90       -0.74       -0.31       18
 6867.00       -0.78       -0.16       18
 6852.30       -0.80        0.00       18
 6852.30       -0.78        0.16       18
 6877.80       -0.74        0.31       18
 6858.90       -0.67        0.44       18
 6840.80       -0.57        0.57       18
 6825.50       -0.44        0.67       18
 6818.90       -0.31        0.74       18
 6787.20       -0.16        0.78       18
 6564.70        0.00        1.00       18
 6529.30        0.16        0.99       18
 6533.00        0.31        0.95       18
 6606.20        0.45        0.89       18
 6639.20        0.59        0.81       18
 6643.60        0.71        0.71       18
 6624.70        0.81        0.59       18
 6717.00        0.89        0.45       18
 6662.00        0.95        0.31       18
 6658.10        0.99        0.16       18
 6616.60        1.00        0.00       18
 6634.50        0.99       -0.16       18
 6693.40        0.95       -0.31       18
 6729.80        0.89       -0.45       18
 6782.60        0.81       -0.59       18
 6721.90        0.71       -0.71       18
 6787.50        0.59       -0.81       18
 6738.40        0.45       -0.89       18
 6731.80       -0.45       -0.89       18
 6712.90       -0.59       -0.81       18
 6711.90       -0.71       -0.71       18
 6707.00       -0.81       -0.59       18
 6728.80       -0.89       -0.45       18
 6741.80       -0.95       -0.31       18
 6806.10       -0.99       -0.16       18
 6724.90       -1.00        0.00       18
 6719.80       -0.99        0.16       18
 6737.40       -0.95        0.31       18
 6719.80       -0.89        0.45       18
 6690.00       -0.81        0.59       18
 6677.70       -0.71        0.71       18
 6666.10       -0.59        0.81       18
 6676.50       -0.45        0.89       18
 6671.00       -0.31        0.95       18
 6591.20       -0.16        0.99       18

 6968.50        0.00        0.00       19
 6942.50        0.00        0.20       19
 6948.10        0.14        0.14       19
 6959.10        0.20        0.00       19
 7000.90        0.14       -0.14       19
 6998.40        0.00       -0.20       19
 7037.40       -0.14       -0.14       19
 7042.80       -0.20        0.00       19
 7009.40       -0.14        0.14       19
 6892.70        0.00        0.40       19
 6884.70        0.15        0.37       19
 6895.20        0.28        0.28       19
 6954.00        0.37        0.15       19
 6983.50        0.40        0.00       19
 7006.20        0.37       -0.15       19
 6992.80        0.28       -0.28       19
 6960.40        0.15       -0.37       19
 6940.10        0.00       -0.40       19
 6990.50       -0.15       -0.37       19
 7046.10       -0.28       -0.28       19
 7077.50       -0.37       -0.15       19
 7056.50       -0.40        0.00       19
 7036.10       -0.37        0.15       19
 7004.00       -0.28        0.28       19
 6976.40       -0.15        0.37       19
 6819.90        0.00        0.60       19
 6802.50        0.16        0.58       19
 6800.50        0.30        0.52       19
 6870.20        0.42        0.42       19
 6930.00        0.52        0.30       19
 6959.10        0.58        0.16       19
 6984.40        0.60        0.00       19
 7014.30        0.58       -0.16       19
 7028.10        0.52       -0.30       19
 6980.50        0.42       -0.42       19
