This is dataplot data file     sarkar66_allresponses_040219.dat  (n = 7700)   4/2/19
Contents: All xx responses for Sumona Sarkar's cell counting experiment
Contact:  Sumona Sarkar, Laura Pierce, John Elliott
Date:     4/2/19
Number of observations = 7700 records = 11 conditions x 70 protocols x 10 "coded" images (actually 50 images)
Number of variables per line image = 19 (= 8 + 3 + 8)
Order of variables on a line image:
    1. Response 1 = TCC (Total  Cell Counts)
    2. Response 2 = VCC (Viable Cell Counts)
    3. Response 3 = DCC (Dead   Cell Counts)
    4. Response 4 = V   (Viability (%))
    5. Response 5 = ETCC (|Error| in Total  Cell Counts)
    6. Response 6 = EVCC (|Error| in Viable Cell Counts)
    7. Response 7 = EDCC (|Error| in Dead   Cell Counts)
    8. Response 8 = EV   (|Error| in Viability (%))
    9. Factor   1 = Cell Condition     (11 levels:  1 to 11)
                                                   1 = Bead Spiked	
                                                   2 = FPTB Spike-in	
                                                   3 = Heat Spike-in	
                                                   4 = LF Spike-in 50	
                                                   5 = LFP	
                                                   6 = Healthy	
                                                   7 = OG	
                                                   8 = Heat Comp (2hr)	
                                                   9 = Heat Comp (4hr)	
                                                  10 = H2O2	
                                                  11 = DMSO THAW
   10. Factor   2 = Images             (50 levels:  1 to 50???)
   11. Factor   3 = DEX Image Protocol (70 levels:  1 to 64 = core 2**(8-2) design,
                                                        65 = "center point" #1),
                                                        66 = "center point" #2)
                                                        67 = Laura)
                                                        68 = Sumona)
                                                        69 = H)
                                                        70 = F)
   12. Factor   4 = Protocol Factor 1 = Min Diameter        (2 levels:   5 and   8)
   13. Factor   5 = Protocol Factor 2 = Max Diameter        (2 levels:  30 and  60)
   14. Factor   6 = Protocol Factor 3 = Cell Brightness (%) (2 levels:  75 and  90)
   15. Factor   7 = Protocol Factor 4 = Cell Sharpness      (2 levels:  60 and 100)
   16. Factor   8 = Protocol Factor 5 = VCS Brightness (%)  (2 levels:  65 and  85)
   17. Factor   9 = Protocol Factor 6 = VCS Area (%)        (2 levels:   5 and  20)
   18. Factor  10 = Protocol Factor 7 = Min Circularity     (2 levels: 0.1 and 0.5)
   19. Factor  11 = Protocol Factor 8 = De-cluster Degree   (2 levels: Low and Med)

Experiment Design (Core): 2**(8-2) (k=8,n=64)    Resolution = 5 = 4+1 (thus the 8 main effects are confounded with 
                                                              some 4-level interactions and higher, but
                                                              not with any of the 28 2-level or 56 3-level interactions)

To read this data file into dataplot:
   skip 60; read     sarkar66_allresponses_040219      y1 to y8   x9 x10 x11   x1 to x8
   let cond = x9; let image = x10; let prot = x11
 

 

Y1	Y2	Y3	   Y4	  Y5	Y6	Y7	Y8		X10	X11	X9		X1	X2	X3	X4	X5	X6	X7	X8
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	67		1000	1000	1000	1000	1000	1000	1000	1000
13	8	5	61.53846154	0.5	0	0.5	2.564102564		1	45	67		1000	1000	1000	1000	1000	1000	1000	1000
14	7	7	50	1.5	0.25	1.25	4.341491841		1	47	67		1000	1000	1000	1000	1000	1000	1000	1000
16	7	9	43.75	0	0	0	0		1	3	68		1000	1000	1000	1000	1000	1000	1000	1000
15	3	12	20	2.5	0	2.5	4.318181818		1	4	68		1000	1000	1000	1000	1000	1000	1000	1000
7	4	3	57.14285714	0.75	0.75	0	5.357142857		1	10	68		1000	1000	1000	1000	1000	1000	1000	1000
9	3	6	33.33333333	0	0	0	0		1	21	68		1000	1000	1000	1000	1000	1000	1000	1000
14	5	9	35.71428571	0.5	0.5	0	2.472527473		1	23	68		1000	1000	1000	1000	1000	1000	1000	1000
15	9	6	60	0.25	0.5	0.75	4.776785714		1	24	68		1000	1000	1000	1000	1000	1000	1000	1000
25	15	10	60	2.25	2	0.25	2.954545455		1	34	68		1000	1000	1000	1000	1000	1000	1000	1000
10	2	8	20	0.75	0	0.75	1.666666667		1	42	68		1000	1000	1000	1000	1000	1000	1000	1000
13	8	5	61.53846154	0.5	0	0.5	2.564102564		1	45	68		1000	1000	1000	1000	1000	1000	1000	1000
12	8	4	66.66666667	0.5	1.25	1.75	12.32517483		1	47	68		1000	1000	1000	1000	1000	1000	1000	1000
16	7	9	43.75	0	0	0	0		1	3	69		1000	1000	1000	1000	1000	1000	1000	1000
11	3	8	27.27272727	1.5	0	1.5	2.954545455		1	4	69		1000	1000	1000	1000	1000	1000	1000	1000
6	3	3	50	0.25	0.25	0	1.785714286		1	10	69		1000	1000	1000	1000	1000	1000	1000	1000
9	3	6	33.33333333	0	0	0	0		1	21	69		1000	1000	1000	1000	1000	1000	1000	1000
13	4	9	30.76923077	0.5	0.5	0	2.472527473		1	23	69		1000	1000	1000	1000	1000	1000	1000	1000
14	10	4	71.42857143	0.75	0.5	1.25	6.651785714		1	24	69		1000	1000	1000	1000	1000	1000	1000	1000
22	12	10	54.54545455	0.75	1	0.25	2.5		1	34	69		1000	1000	1000	1000	1000	1000	1000	1000
9	2	7	22.22222222	0.25	0	0.25	0.555555556		1	42	69		1000	1000	1000	1000	1000	1000	1000	1000
12	8	4	66.66666667	0.5	0	0.5	2.564102564		1	45	69		1000	1000	1000	1000	1000	1000	1000	1000
11	6	5	54.54545455	1.5	0.75	0.75	0.203962704		1	47	69		1000	1000	1000	1000	1000	1000	1000	1000
16	7	9	43.75	0	0	0	0		1	3	70		1000	1000	1000	1000	1000	1000	1000	1000
12.5	3	9.5	24.31818182	0	0	0	0		1	4	70		1000	1000	1000	1000	1000	1000	1000	1000
6.25	3.25	3	51.78571429	0	0	0	0		1	10	70		1000	1000	1000	1000	1000	1000	1000	1000
9	3	6	33.33333333	0	0	0	0		1	21	70		1000	1000	1000	1000	1000	1000	1000	1000
13.5	4.5	9	33.24175824	0	0	0	0		1	23	70		1000	1000	1000	1000	1000	1000	1000	1000
14.75	9.5	5.25	64.77678571	0	0	0	0		1	24	70		1000	1000	1000	1000	1000	1000	1000	1000
22.75	13	9.75	57.04545455	0	0	0	0		1	34	70		1000	1000	1000	1000	1000	1000	1000	1000
9.25	2	7.25	21.66666667	0	0	0	0		1	42	70		1000	1000	1000	1000	1000	1000	1000	1000
12.5	8	4.5	64.1025641	0	0	0	0		1	45	70		1000	1000	1000	1000	1000	1000	1000	1000
12.5	6.75	5.75	54.34149184	0	0	0	0		1	47	70		1000	1000	1000	1000	1000	1000	1000	1000
23	10	13	43.47826087	0.5	0.25	0.25	0.130434783		2	13	1		5	30	75	60	65	5	0.5	2
21	11	10	52.38095238	2.25	1.25	1	0.291149068		2	14	1		5	30	75	60	65	5	0.5	2
25	13	12	52	7.5	3.25	4.25	2.049639541		2	25	1		5	30	75	60	65	5	0.5	2
32	13	19	40.625	0.5	0	0.5	0.677083333		2	28	1		5	30	75	60	65	5	0.5	2
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	1		5	30	75	60	65	5	0.5	2
29	10	19	34.48275862	1.25	0.5	1.75	3.118661258		2	33	1		5	30	75	60	65	5	0.5	2
25	13	12	52	1	0.5	1.5	3.793103448		2	37	1		5	30	75	60	65	5	0.5	2
32	13	19	40.625	0.5	2.75	3.25	9.090909091		2	41	1		5	30	75	60	65	5	0.5	2
16	4	12	25	7.25	2	5.25	0.703101247		2	46	1		5	30	75	60	65	5	0.5	2
24	8	16	33.33333333	2	1.25	0.75	2.141941392		2	50	1		5	30	75	60	65	5	0.5	2
22	10	12	45.45454545	1.5	0.25	1.25	1.845849802		2	13	2		8	30	75	60	65	5	0.1	1
20	10	10	50	3.25	2.25	1	2.672101449		2	14	2		8	30	75	60	65	5	0.1	1
23	12	11	52.17391304	9.5	4.25	5.25	2.223552584		2	25	2		8	30	75	60	65	5	0.1	1
31	13	18	41.93548387	0.5	0	0.5	0.633400538		2	28	2		8	30	75	60	65	5	0.1	1
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	2		8	30	75	60	65	5	0.1	1
29	10	19	34.48275862	1.25	0.5	1.75	3.118661258		2	33	2		8	30	75	60	65	5	0.1	1
25	13	12	52	1	0.5	1.5	3.793103448		2	37	2		8	30	75	60	65	5	0.1	1
31	13	18	41.93548387	1.5	2.75	4.25	10.40139296		2	41	2		8	30	75	60	65	5	0.1	1
16	4	12	25	7.25	2	5.25	0.703101247		2	46	2		8	30	75	60	65	5	0.1	1
23	8	15	34.7826087	3	1.25	1.75	0.69266603		2	50	2		8	30	75	60	65	5	0.1	1
23	10	13	43.47826087	0.5	0.25	0.25	0.130434783		2	13	3		5	60	75	60	65	5	0.1	1
21	11	10	52.38095238	2.25	1.25	1	0.291149068		2	14	3		5	60	75	60	65	5	0.1	1
24	13	11	54.16666667	8.5	3.25	5.25	4.216306207		2	25	3		5	60	75	60	65	5	0.1	1
32	13	19	40.625	0.5	0	0.5	0.677083333		2	28	3		5	60	75	60	65	5	0.1	1
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	3		5	60	75	60	65	5	0.1	1
29	10	19	34.48275862	1.25	0.5	1.75	3.118661258		2	33	3		5	60	75	60	65	5	0.1	1
25	13	12	52	1	0.5	1.5	3.793103448		2	37	3		5	60	75	60	65	5	0.1	1
32	13	19	40.625	0.5	2.75	3.25	9.090909091		2	41	3		5	60	75	60	65	5	0.1	1
16	4	12	25	7.25	2	5.25	0.703101247		2	46	3		5	60	75	60	65	5	0.1	1
25	8	17	32	1	1.25	0.25	3.475274725		2	50	3		5	60	75	60	65	5	0.1	1
22	10	12	45.45454545	1.5	0.25	1.25	1.845849802		2.0	13	4		8	60	75	60	65	5	0.5	2
20	10	10	50	3.25	2.25	1	2.672101449		2	14	4		8	60	75	60	65	5	0.5	2
25	13	12	52	7.5	3.25	4.25	2.049639541		2	25	4		8	60	75	60	65	5	0.5	2
31	13	18	41.93548387	0.5	0	0.5	0.633400538		2	28	4		8	60	75	60	65	5	0.5	2
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	4		8	60	75	60	65	5	0.5	2
29	10	19	34.48275862	1.25	0.5	1.75	3.118661258		2	33	4		8	60	75	60	65	5	0.5	2
25	13	12	52	1	0.5	1.5	3.793103448		2	37	4		8	60	75	60	65	5	0.5	2
31	13	18	41.93548387	1.5	2.75	4.25	10.40139296		2	41	4		8	60	75	60	65	5	0.5	2
16	4	12	25	7.25	2	5.25	0.703101247		2	46	4		8	60	75	60	65	5	0.5	2
22	8	14	36.36363636	4	1.25	2.75	0.888361638		2	50	4		8	60	75	60	65	5	0.5	2
26	13	13	50	2.5	2.75	0.25	6.391304348		2.0	13	5		5	30	90	60	65	5	0.1	2
22	13	9	59.09090909	1.25	0.75	2	6.418807642		2	14	5		5	30	90	60	65	5	0.1	2
36	18	18	50	3.5	1.75	1.75	0.049639541		2	25	5		5	30	90	60	65	5	0.1	2
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	5		5	30	90	60	65	5	0.1	2
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	5		5	30	90	60	65	5	0.1	2
30	9	21	30	0.25	0.5	0.25	1.364097363		2	33	5		5	30	90	60	65	5	0.1	2
28	12	16	42.85714286	2	0.5	2.5	5.349753695		2	37	5		5	30	90	60	65	5	0.1	2
34	9	25	26.47058824	1.5	1.25	2.75	5.063502674		2	41	5		5	30	90	60	65	5	0.1	2
22	8	14	36.36363636	1.25	2	3.25	10.66053512		2	46	5		5	30	90	60	65	5	0.1	2
29	12	17	41.37931034	3	2.75	0.25	5.90403562		2	50	5		5	30	90	60	65	5	0.1	2
25	12	13	48	1.5	1.75	0.25	4.391304348		2.0	13	6		8	30	90	60	65	5	0.5	1
22	13	9	59.09090909	1.25	0.75	2	6.418807642		2	14	6		8	30	90	60	65	5	0.5	1
33	16	17	48.48484848	0.5	0.25	0.75	1.465511975		2	25	6		8	30	90	60	65	5	0.5	1
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	6		8	30	90	60	65	5	0.5	1
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	6		8	30	90	60	65	5	0.5	1
30	9	21	30	0.25	0.5	0.25	1.364097363		2	33	6		8	30	90	60	65	5	0.5	1
28	12	16	42.85714286	2	0.5	2.5	5.349753695		2	37	6		8	30	90	60	65	5	0.5	1
34	9	25	26.47058824	1.5	1.25	2.75	5.063502674		2	41	6		8	30	90	60	65	5	0.5	1
21	8	13	38.0952381	2.25	2	4.25	12.39213685		2	46	6		8	30	90	60	65	5	0.5	1
27	12	15	44.44444444	1	2.75	1.75	8.969169719		2	50	6		8	30	90	60	65	5	0.5	1
26	13	13	50	2.5	2.75	0.25	6.391304348		2.0	13	7		5	60	90	60	65	5	0.5	1
22	13	9	59.09090909	1.25	0.75	2	6.418807642		2	14	7		5	60	90	60	65	5	0.5	1
35	18	17	51.42857143	2.5	1.75	0.75	1.478210969		2	25	7		5	60	90	60	65	5	0.5	1
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	7		5	60	90	60	65	5	0.5	1
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	7		5	60	90	60	65	5	0.5	1
30	9	21	30	0.25	0.5	0.25	1.364097363		2	33	7		5	60	90	60	65	5	0.5	1
28	12	16	42.85714286	2	0.5	2.5	5.349753695		2	37	7		5	60	90	60	65	5	0.5	1
34	9	25	26.47058824	1.5	1.25	2.75	5.063502674		2	41	7		5	60	90	60	65	5	0.5	1
22	9	13	40.90909091	1.25	3	4.25	15.20598966		2	46	7		5	60	90	60	65	5	0.5	1
28	13	15	46.42857143	2	3.75	1.75	10.9532967		2	50	7		5	60	90	60	65	5	0.5	1
25	12	13	48	1.5	1.75	0.25	4.391304348		2.0	13	8		8	60	90	60	65	5	0.1	2
22	13	9	59.09090909	1.25	0.75	2	6.418807642		2	14	8		8	60	90	60	65	5	0.1	2
34	16	18	47.05882353	1.5	0.25	1.75	2.89153693		2	25	8		8	60	90	60	65	5	0.1	2
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	8		8	60	90	60	65	5	0.1	2
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	8		8	60	90	60	65	5	0.1	2
30	9	21	30	0.25	0.5	0.25	1.364097363		2	33	8		8	60	90	60	65	5	0.1	2
28	12	16	42.85714286	2	0.5	2.5	5.349753695		2	37	8		8	60	90	60	65	5	0.1	2
34	9	25	26.47058824	1.5	1.25	2.75	5.063502674		2	41	8		8	60	90	60	65	5	0.1	2
21	7	14	33.33333333	2.25	1	3.25	7.630232087		2	46	8		8	60	90	60	65	5	0.1	2
28	11	17	39.28571429	2	1.75	0.25	3.81043956		2	50	8		8	60	90	60	65	5	0.1	2
24	11	13	45.83333333	0.5	0.75	0.25	2.224637681		2.0	13	9		5	30	75	100	65	5	0.1	2
24	13	11	54.16666667	0.75	0.75	0	1.494565217		2	14	9		5	30	75	100	65	5	0.1	2
31	15	16	48.38709677	1.5	1.25	0.25	1.563263685		2	25	9		5	30	75	100	65	5	0.1	2
33	14	19	42.42424242	1.5	1	0.5	1.122159091		2	28	9		5	30	75	100	65	5	0.1	2
17	8	9	47.05882353	0	1.25	1.25	7.488390093		2	30	9		5	30	75	100	65	5	0.1	2
31	10	21	32.25806452	0.75	0.5	0.25	0.893967153		2	33	9		5	30	75	100	65	5	0.1	2
28	15	13	53.57142857	2	2.5	0.5	5.36453202		2	37	9		5	30	75	100	65	5	0.1	2
34	13	21	38.23529412	1.5	2.75	1.25	6.701203209		2	41	9		5	30	75	100	65	5	0.1	2
22	8	14	36.36363636	1.25	2	3.25	10.66053512		2	46	9		5	30	75	100	65	5	0.1	2
27	9	18	33.33333333	1	0.25	1.25	2.141941392		2	50	9		5	30	75	100	65	5	0.1	2
23	11	12	47.82608696	0.5	0.75	1.25	4.217391304		2.0	13	10		8	30	75	100	65	5	0.5	1
23	12	11	52.17391304	0.25	0.25	0	0.498188406		2	14	10		8	30	75	100	65	5	0.5	1
28	14	14	50	4.5	2.25	2.25	0.049639541		2	25	10		8	30	75	100	65	5	0.5	1
31	13	18	41.93548387	0.5	0	0.5	0.633400538		2	28	10		8	30	75	100	65	5	0.5	1
17	8	9	47.05882353	0	1.25	1.25	7.488390093		2	30	10		8	30	75	100	65	5	0.5	1
31	10	21	32.25806452	0.75	0.5	0.25	0.893967153		2	33	10		8	30	75	100	65	5	0.5	1
28	15	13	53.57142857	2	2.5	0.5	5.36453202		2	37	10		8	30	75	100	65	5	0.5	1
32	13	19	40.625	0.5	2.75	3.25	9.090909091		2	41	10		8	30	75	100	65	5	0.5	1
18	6	12	33.33333333	5.25	0	5.25	7.630232087		2	46	10		8	30	75	100	65	5	0.5	1
25	9	16	36	1	0.25	0.75	0.524725275		2	50	10		8	30	75	100	65	5	0.5	1
24	11	13	45.83333333	0.5	0.75	0.25	2.224637681		2.0	13	11		5	60	75	100	65	5	0.5	1
24	13	11	54.16666667	0.75	0.75	0	1.494565217		2	14	11		5	60	75	100	65	5	0.5	1
30	15	15	50	2.5	1.25	1.25	0.049639541		2	25	11		5	60	75	100	65	5	0.5	1
33	14	19	42.42424242	1.5	1	0.5	1.122159091		2	28	11		5	60	75	100	65	5	0.5	1
17	8	9	47.05882353	0	1.25	1.25	7.488390093		2	30	11		5	60	75	100	65	5	0.5	1
31	10	21	32.25806452	0.75	0.5	0.25	0.893967153		2	33	11		5	60	75	100	65	5	0.5	1
28	15	13	53.57142857	2	2.5	0.5	5.36453202		2	37	11		5	60	75	100	65	5	0.5	1
34	13	21	38.23529412	1.5	2.75	1.25	6.701203209		2	41	11		5	60	75	100	65	5	0.5	1
22	8	14	36.36363636	1.25	2	3.25	10.66053512		2	46	11		5	60	75	100	65	5	0.5	1
27	9	18	33.33333333	1	0.25	1.25	2.141941392		2	50	11		5	60	75	100	65	5	0.5	1
23	11	12	47.82608696	0.5	0.75	1.25	4.217391304		2.0	13	12		8	60	75	100	65	5	0.1	2
23	12	11	52.17391304	0.25	0.25	0	0.498188406		2	14	12		8	60	75	100	65	5	0.1	2
30	15	15	50	2.5	1.25	1.25	0.049639541		2	25	12		8	60	75	100	65	5	0.1	2
31	13	18	41.93548387	0.5	0	0.5	0.633400538		2	28	12		8	60	75	100	65	5	0.1	2
17	8	9	47.05882353	0	1.25	1.25	7.488390093		2	30	12		8	60	75	100	65	5	0.1	2
31	10	21	32.25806452	0.75	0.5	0.25	0.893967153		2	33	12		8	60	75	100	65	5	0.1	2
28	15	13	53.57142857	2	2.5	0.5	5.36453202		2	37	12		8	60	75	100	65	5	0.1	2
32	13	19	40.625	0.5	2.75	3.25	9.090909091		2	41	12		8	60	75	100	65	5	0.1	2
18	6	12	33.33333333	5.25	0	5.25	7.630232087		2	46	12		8	60	75	100	65	5	0.1	2
25	9	16	36	1	0.25	0.75	0.524725275		2	50	12		8	60	75	100	65	5	0.1	2
26	13	13	50	2.5	2.75	0.25	6.391304348		2.0	13	13		5	30	90	100	65	5	0.5	2
23	13	10	56.52173913	0.25	0.75	1	3.849637681		2	14	13		5	30	90	100	65	5	0.5	2
37	19	18	51.35135135	4.5	2.75	1.75	1.400990892		2	25	13		5	30	90	100	65	5	0.5	2
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	13		5	30	90	100	65	5	0.5	2
18	8	10	44.44444444	1	1.25	0.25	4.874011008		2	30	13		5	30	90	100	65	5	0.5	2
32	10	22	31.25	1.75	0.5	1.25	0.114097363		2	33	13		5	30	90	100	65	5	0.5	2
31	15	16	48.38709677	5	2.5	2.5	0.180200222		2	37	13		5	30	90	100	65	5	0.5	2
35	10	25	28.57142857	2.5	0.25	2.75	2.962662338		2	41	13		5	30	90	100	65	5	0.5	2
28	11	17	39.28571429	4.75	5	0.25	13.58261304		2	46	13		5	30	90	100	65	5	0.5	2
29	12	17	41.37931034	3	2.75	0.25	5.90403562		2	50	13		5	30	90	100	65	5	0.5	2
25	12	13	48	1.5	1.75	0.25	4.391304348		2.0	13	14		8	30	90	100	65	5	0.1	1
23	13	10	56.52173913	0.25	0.75	1	3.849637681		2	14	14		8	30	90	100	65	5	0.1	1
34	17	17	50	1.5	0.75	0.75	0.049639541		2	25	14		8	30	90	100	65	5	0.1	1
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	14		8	30	90	100	65	5	0.1	1
18	8	10	44.44444444	1	1.25	0.25	4.874011008		2	30	14		8	30	90	100	65	5	0.1	1
31	10	21	32.25806452	0.75	0.5	0.25	0.893967153		2	33	14		8	30	90	100	65	5	0.1	1
31	15	16	48.38709677	5	2.5	2.5	0.180200222		2	37	14		8	30	90	100	65	5	0.1	1
34	9	25	26.47058824	1.5	1.25	2.75	5.063502674		2	41	14		8	30	90	100	65	5	0.1	1
26	10	16	38.46153846	2.75	4	1.25	12.75843721		2	46	14		8	30	90	100	65	5	0.1	1
28	12	16	42.85714286	2	2.75	0.75	7.381868132		2	50	14		8	30	90	100	65	5	0.1	1
26	13	13	50	2.5	2.75	0.25	6.391304348		2.0	13	15		5	60	90	100	65	5	0.1	1
23	13	10	56.52173913	0.25	0.75	1	3.849637681		2	14	15		5	60	90	100	65	5	0.1	1
36	19	17	52.77777778	3.5	2.75	0.75	2.827417318		2	25	15		5	60	90	100	65	5	0.1	1
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	15		5	60	90	100	65	5	0.1	1
18	8	10	44.44444444	1	1.25	0.25	4.874011008		2	30	15		5	60	90	100	65	5	0.1	1
32	10	22	31.25	1.75	0.5	1.25	0.114097363		2	33	15		5	60	90	100	65	5	0.1	1
31	15	16	48.38709677	5	2.5	2.5	0.180200222		2	37	15		5	60	90	100	65	5	0.1	1
35	10	25	28.57142857	2.5	0.25	2.75	2.962662338		2	41	15		5	60	90	100	65	5	0.1	1
28	12	16	42.85714286	4.75	6	1.25	17.15404161		2	46	15		5	60	90	100	65	5	0.1	1
29	13	16	44.82758621	3	3.75	0.75	9.352311482		2	50	15		5	60	90	100	65	5	0.1	1
25	12	13	48	1.5	1.75	0.25	4.391304348		2.0	13	16		8	60	90	100	65	5	0.5	2
23	13	10	56.52173913	0.25	0.75	1	3.849637681		2	14	16		8	60	90	100	65	5	0.5	2
35	17	18	48.57142857	2.5	0.75	1.75	1.378931888		2	25	16		8	60	90	100	65	5	0.5	2
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	16		8	60	90	100	65	5	0.5	2
18	8	10	44.44444444	1	1.25	0.25	4.874011008		2	30	16		8	60	90	100	65	5	0.5	2
31	10	21	32.25806452	0.75	0.5	0.25	0.893967153		2	33	16		8	60	90	100	65	5	0.5	2
31	15	16	48.38709677	5	2.5	2.5	0.180200222		2	37	16		8	60	90	100	65	5	0.5	2
35	10	25	28.57142857	2.5	0.25	2.75	2.962662338		2	41	16		8	60	90	100	65	5	0.5	2
26	9	17	34.61538462	2.75	3	0.25	8.912283369		2	46	16		8	60	90	100	65	5	0.5	2
28	11	17	39.28571429	2	1.75	0.25	3.81043956		2	50	16		8	60	90	100	65	5	0.5	2
22	9	13	40.90909091	1.5	1.25	0.25	2.699604743		2.0	13	17		5	30	75	60	85	5	0.5	1
21	11	10	52.38095238	2.25	1.25	1	0.291149068		2	14	17		5	30	75	60	85	5	0.5	1
23	12	11	52.17391304	9.5	4.25	5.25	2.223552584		2	25	17		5	30	75	60	85	5	0.5	1
32	13	19	40.625	0.5	0	0.5	0.677083333		2	28	17		5	30	75	60	85	5	0.5	1
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	17		5	30	75	60	85	5	0.5	1
28	10	18	35.71428571	2.25	0.5	2.75	4.350188351		2	33	17		5	30	75	60	85	5	0.5	1
25	13	12	52	1	0.5	1.5	3.793103448		2	37	17		5	30	75	60	85	5	0.5	1
32	13	19	40.625	0.5	2.75	3.25	9.090909091		2	41	17		5	30	75	60	85	5	0.5	1
16	4	12	25	7.25	2	5.25	0.703101247		2	46	17		5	30	75	60	85	5	0.5	1
24	8	16	33.33333333	2	1.25	0.75	2.141941392		2	50	17		5	30	75	60	85	5	0.5	1
21	9	12	42.85714286	2.5	1.25	1.25	0.751552795		2.0	13	18		8	30	75	60	85	5	0.1	2
20	10	10	50	3.25	2.25	1	2.672101449		2	14	18		8	30	75	60	85	5	0.1	2
25	13	12	52	7.5	3.25	4.25	2.049639541		2	25	18		8	30	75	60	85	5	0.1	2
31	13	18	41.93548387	0.5	0	0.5	0.633400538		2	28	18		8	30	75	60	85	5	0.1	2
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	18		8	30	75	60	85	5	0.1	2
29	10	19	34.48275862	1.25	0.5	1.75	3.118661258		2	33	18		8	30	75	60	85	5	0.1	2
25	13	12	52	1	0.5	1.5	3.793103448		2	37	18		8	30	75	60	85	5	0.1	2
31	13	18	41.93548387	1.5	2.75	4.25	10.40139296		2	41	18		8	30	75	60	85	5	0.1	2
16	4	12	25	7.25	2	5.25	0.703101247		2	46	18		8	30	75	60	85	5	0.1	2
23	8	15	34.7826087	3	1.25	1.75	0.69266603		2	50	18		8	30	75	60	85	5	0.1	2
22	9	13	40.90909091	1.5	1.25	0.25	2.699604743		2.0	13	19		5	60	75	60	85	5	0.1	2
21	11	10	52.38095238	2.25	1.25	1	0.291149068		2	14	19		5	60	75	60	85	5	0.1	2
25	13	12	52	7.5	3.25	4.25	2.049639541		2	25	19		5	60	75	60	85	5	0.1	2
32	13	19	40.625	0.5	0	0.5	0.677083333		2	28	19		5	60	75	60	85	5	0.1	2
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	19		5	60	75	60	85	5	0.1	2
29	10	19	34.48275862	1.25	0.5	1.75	3.118661258		2	33	19		5	60	75	60	85	5	0.1	2
25	13	12	52	1	0.5	1.5	3.793103448		2	37	19		5	60	75	60	85	5	0.1	2
32	13	19	40.625	0.5	2.75	3.25	9.090909091		2	41	19		5	60	75	60	85	5	0.1	2
16	4	12	25	7.25	2	5.25	0.703101247		2	46	19		5	60	75	60	85	5	0.1	2
25	8	17	32	1	1.25	0.25	3.475274725		2	50	19		5	60	75	60	85	5	0.1	2
21	9	12	42.85714286	2.5	1.25	1.25	0.751552795		2.0	13	20		8	60	75	60	85	5	0.5	1
20	10	10	50	3.25	2.25	1	2.672101449		2	14	20		8	60	75	60	85	5	0.5	1
24	13	11	54.16666667	8.5	3.25	5.25	4.216306207		2	25	20		8	60	75	60	85	5	0.5	1
31	13	18	41.93548387	0.5	0	0.5	0.633400538		2	28	20		8	60	75	60	85	5	0.5	1
16	7	9	43.75	1	0.25	1.25	4.179566563		2	30	20		8	60	75	60	85	5	0.5	1
28	10	18	35.71428571	2.25	0.5	2.75	4.350188351		2	33	20		8	60	75	60	85	5	0.5	1
25	13	12	52	1	0.5	1.5	3.793103448		2	37	20		8	60	75	60	85	5	0.5	1
31	13	18	41.93548387	1.5	2.75	4.25	10.40139296		2	41	20		8	60	75	60	85	5	0.5	1
16	4	12	25	7.25	2	5.25	0.703101247		2	46	20		8	60	75	60	85	5	0.5	1
22	8	14	36.36363636	4	1.25	2.75	0.888361638		2	50	20		8	60	75	60	85	5	0.5	1
26	10	16	38.46153846	2.5	0.25	2.75	5.147157191		2.0	13	21		5	30	90	60	85	5	0.1	1
23	13	10	56.52173913	0.25	0.75	1	3.849637681		2	14	21		5	30	90	60	85	5	0.1	1
36	18	18	50	3.5	1.75	1.75	0.049639541		2	25	21		5	30	90	60	85	5	0.1	1
32	14	18	43.75	0.5	1	0.5	2.447916667		2	28	21		5	30	90	60	85	5	0.1	1
16	6	10	37.5	1	0.75	0.25	2.070433437		2	30	21		5	30	90	60	85	5	0.1	1
31	9	22	29.03225806	0.75	0.5	1.25	2.331839299		2	33	21		5	30	90	60	85	5	0.1	1
28	12	16	42.85714286	2	0.5	2.5	5.349753695		2	37	21		5	30	90	60	85	5	0.1	1
34	9	25	26.47058824	1.5	1.25	2.75	5.063502674		2	41	21		5	30	90	60	85	5	0.1	1
22	7	15	31.81818182	1.25	1	2.25	6.115080572		2	46	21		5	30	90	60	85	5	0.1	1
