This is file   HUMPHR11.DAT = Jim's SUMALL.DAT
Thermoluminescent Dosimetry
Data Collection Date = June 21, 1993
Jim Humphreys
September 1993
NUMBER OF OBSERVATIONS = (21 dates ) x (1 + 18x4) =15XX (approx.)
NUMBER OF VARIABLES PER LINE IMAGE = 9 (only 7 used)
NUMBER OF DATES = 21
ORDER OF VARIABLES ON A LINE IMAGE--
   1. Date ID (21 LEVELS--1, 2, 13 to 28, 30 to 32)
   2. Hour of Day
   3. Minute
   4. Second
   5. Card ID (54 LEVELS--DRAWN FROM 1 TO 66)
  18  10 52 01     13   2       10.74         8.69         2.05 "
  18  10 56 25     13   1      281.02       267.49        13.53 "
  18  11 01 00     13   4      273.13       259.01        14.11 "
  18  11 05 40     32   4      313.49       294.97        18.53 "
  18  11 09 46     32   3       11.37         8.70         2.67 "
  18  11 14 00     32   2        9.81         7.83         1.98 "
  18  11 18 11     32   1      291.63       272.08        19.55 "
  18  11 23 18     18   1      278.45       264.87        13.57 "
  18  11 28 02     18   4      296.19       281.44        14.76 "
  18  11 32 11     18   3       11.39         8.93         2.47 "
  18  11 36 28     18   2        9.74         7.86         1.88 "
  18  11 40 43     40   2       10.95         8.61         2.33 "
  18  11 45 19     40   1      413.58       406.35         7.23 "
  18  11 50 13     40   4      406.13       399.74         6.39 "
  18  11 55 26     40   3       14.47        11.43         3.04 "
  18  12 00 18     58   3       10.19         7.93         2.26 "
  18  12 05 03     58   2        9.10         7.34         1.76 "
  18  12 09 37     58   1      292.92       278.77        14.15 "
  18  12 14 23     58   4      280.78       265.82        14.96 "
  18  12 19 32      6   4      315.89       122.26       193.63 "
  18  12 23 43      6   3        9.98         4.19         5.79 "
  18  12 27 58      6   2        8.26         3.71         4.54 "
  18  12 32 05      6   1      295.39        92.47       202.92 "
  18  12 54 38      3   1      302.73       295.70         7.03 "
  18  12 58 39      3   4      286.78       278.52         8.40 "
  18  13 02 41      3   3       13.02        10.06         2.96 "
  18  13 06 55      3   2        9.95         7.93         2.01 "
  18  13 11 35     56   2        8.49         5.74         2.75 "
  18  13 15 35     56   1      243.55       183.01        60.54 "
  18  13 19 39     56   4      251.12       203.61        47.51 "
  18  13 23 38     56   3        8.16         5.92         2.24 "
  18  13 28 08     50   3       14.83        11.33         1.99 "
  18  13 32 33     50   2       11.01         8.66         2.35 "
  18  13 36 59     50   1      391.53       358.65        32.88 "
  18  13 41 30     50   4      351.49       341.26        10.22 "
  18  13 45 31     10   4      265.22       119.35       145.87 "
  18  13 49 51     10   3       13.15         5.35         7.80 "
  18  13 54 26     10   2        8.59         4.50         4.09 "
  18  13 58 48     10   1      281.66       163.68       117.98 "
  18  14 05 10     23   1      322.53       314.47         8.06 "
  18  14 09 48     23   4      351.99       342.06         9.94 "
  18  14 14 40     23   3       12.24         9.40         2.84 "
  18  14 20 03     23   2       12.51         9.36         3.15 "
  18  14 24 37     47   2        9.53         6.31         3.22 "
  18  14 29 12     47   1      352.16       227.62       124.54 "
  18  14 35 12     47   4      393.67       236.70       156.98 "
  18  14 43 01     47   3       12.77         6.64         6.14 "
  18  14 47 00     26   3       10.51         5.58         4.94 "
  18  14 51 30     26   2       11.35         5.43         5.91 "
  18  14 55 53     26   1      302.95       116.96       185.99 "
  18  15 00 25     26   4      315.72       130.74       184.98 "
  18  15 07 31     64   4      249.50       200.49        49.01 "
  18  15 11 49     64   3        9.44         6.47         2.97 "
  18  15 16 25     64   2        8.84         6.09         2.75 "
  18  15 20 45     64   1      233.94       187.46        46.48 "
  18  15 24 50     43   1      336.47       329.79         6.69 "
  18  15 29 24     43   4      362.56       356.51         6.05 "
  18  15 34 40     43   3       11.42         8.69         2.74 "
  18  15 39 25     43   2       14.56        11.07         3.48 "
 
  19   8 54 42      0   0      657.86       328.97       328.89
  19   9 05 29     44   2       10.04         5.28         4.75
  19   9 09 16     44   1      400.75       210.17       190.58
  19   9 13 09     44   4      405.58       277.47       134.08
  19   9 16 56     44   3       10.27         6.39         3.88
  19   9 20 35     12   3       12.01         7.61         4.40
  19   9 24 27     12   2       10.62         5.99         4.62
  19   9 28 14     12   1      324.13       260.05        64.08
  19   9 32 08     12   4      397.08       324.93        72.15
  19   9 35 45     36   4      370.90       357.58        13.31
  19   9 39 52     36   3       12.08         9.71         1.40
  19   9 44 18     36   2       12.12         9.48         2.64
  19   9 48 28     36   1      386.36       372.84        13.52
  19   9 52 14     27   1      390.52       380.10        10.42
  19   9 56 34     27   4      398.49       388.61         9.88
  19  10 01 00     27   3       12.17         9.59         2.58
  19  10 05 22     27   2       10.91         8.72         2.19
  19  10 09 30     53   2       15.70        11.74         3.97
  19  10 13 52     53   1      538.48       524.39        14.09
  19  10 18 28     53   4      549.62       537.00        12.61
  19  10 22 57     53   3       13.16        10.16         3.00
  19  10 26 38     29   3       12.88         9.70         3.18
  19  10 31 23     29   2       12.62         9.22         3.40
  19  10 35 56     29   1      397.08       381.52        15.56
  19  10 40 25     29   4      354.27       341.32        12.95
  19  10 44 16     55   4      296.74       207.36        89.39
  19  10 48 51     55   3        9.95         6.25         3.70
  19  10 53 15     55   2       11.48         6.00         5.48
  19  10 57 37     55   1      329.53       228.98       100.55
  19  11 01 34     66   1      345.67       271.82        73.85
  19  11 06 12     66   4      353.87       274.37        79.50
  19  11 10 41     66   3       14.83         7.77         7.06
  19  11 15 16     66   2       10.28         7.18         3.10
  19  11 19 31     62   2       15.82        10.71         5.11
  19  11 24 12     62   1      426.33       417.50         8.83
  19  11 29 07     62   4      420.21       413.00         7.21
  19  11 33 55     62   3       11.67         8.93         2.74
  19  14 17 04     35   3       14.43        11.17         3.27
  19  14 20 58     35   2       11.46         8.59         2.87
  19  14 24 48     35   1      381.60       365.03        16.57
  19  14 28 49     35   4      370.61       352.99        17.87
  19  14 32 35      4   4      459.67       242.69       216.98
  19  14 36 32      4   3       13.27         6.23         7.05
  19  14 43 05      4   1      402.86       220.60       182.27
  19  14 54 04      4   2        7.45         5.12         2.33
  19  14 57 40     15   1      460.58       444.40        16.18
  19  15 01 33     15   4      468.41       450.83        17.57
  19  15 05 24     15   3       11.16         9.29         1.11
  19  15 09 24     15   2        9.90         8.16         1.74
  19  15 13 18      5   2       11.59         6.75         4.83
  19  15 17 22      5   1      406.11       283.54       122.57
  19  15 21 31      5   4      382.71       284.15        98.56
  19  15 25 36      5   3       15.10         7.96         7.15
  19  15 29 31      9   3       11.37         7.46         3.92
  19  15 33 59      9   2       10.61         7.49         3.12
  19  15 38 19      9   1      328.82       273.61        55.20
  19  15 42 48      9   4      327.65       268.90        58.75
  19  15 46 40     30   4      420.03       233.69       186.34
  19  15 51 07     30   3       12.16         5.91         6.25
  19  15 55 41     30   2       11.12         5.07         6.05
  19  16 00 06     30   1      430.28       222.02       208.26
  19  16 04 21     61   1      382.89       377.45         5.43
  19  16 13 35     61   4      340.74       336.02         4.72
  19  16 18 05     61   3       13.32        10.39         2.93
  19  16 22 56     61   2       13.11        10.27         2.84
  19  16 27 06     41   2       14.89        10.97         3.92
  19  16 31 46     41   1      474.76       458.61        16.15
  19  16 36 20     41   4      464.41       453.53        10.89
  19  16 42 12     41   3       14.05         8.85         5.20
  19  16 46 22      8   3       18.46        12.85         5.61
  19  16 51 05      8   2       15.27        11.29         3.97
  19  16 55 39      8   1      447.31       440.31         7.00
  19  17 00 22      8   4      523.77       507.64        16.12
 
  20   9 35 02      0   0      660.24       329.66       330.58
  20   9 45 46     18   4      362.43       346.13        16.53
  20   9 49 48     18   3       10.59         8.54         2.05
  20   9 53 56     18   2       10.42         8.52         1.91
  20   9 58 00     18   1      361.73       345.30        16.43
  20  10 02 07      3   1      289.18       244.08        45.09
  20  10 05 57      3   4      250.88       207.79        43.09
  20  10 09 43      3   3        9.31         6.76         2.55
  20  10 13 35      3   2        8.70         6.30         2.40
  20  10 17 10     50   2       12.45         9.79         2.66
  20  10 21 29     50   1      502.81       469.71        33.11
  20  10 25 52     50   4      404.25       395.33         8.92
  20  10 30 17     50   3       14.73        11.30         2.05
  20  10 34 24     47   3       13.73         6.95         6.78
  20  10 38 44     47   2       12.89         7.12         5.78
  20  10 43 16     47   1      365.04       261.55       103.49
  20  10 47 28     47   4      401.46       281.40       120.06
  20  10 51 37     58   4      337.84       246.19        91.65
  20  11 00 09     58   3       10.24         6.46         3.78
  20  11 04 27     58   2       10.03         6.64         3.39
  20  11 09 51     58   1      345.29       255.49        89.80
  20  11 14 53     19   1      428.46       419.87         8.58
  20  11 19 22     19   4      438.71       429.34         9.36
  20  11 23 53     19   3       12.18         9.65         2.53
  20  11 28 37     19   2       12.13         9.45         2.68
  20  11 32 34     23   2       13.60        10.35         3.24
  20  11 37 17     23   1      340.80       332.77         8.02
  20  11 41 50     23   4      359.13       349.86         9.27
  20  11 46 21     23   3       12.85         9.99         2.86
  20  11 58 36     26   3       11.27         8.66         2.61
  20  12 02 56     26   2        9.79         7.92         1.86
  20  12 07 14     26   1      365.65       349.75        15.90
  20  12 11 41     26   4      384.78       368.07        16.71
  20  12 15 48     40   4      377.61       312.09        65.52
  20  12 20 13     40   3        9.74         7.02         2.72
  20  12 24 44     40   2        8.47         5.58         2.89
  20  12 29 09     40   1      380.93       314.79        66.14
  20  12 48 01     24   1      339.06       176.09       162.98
  20  12 52 20     24   4      318.18       152.04       169.96
  20  12 58 29     24   3        8.74         4.56         4.18
  20  13 04 30     24   2        8.51         4.30         4.21
  20  14 45 46     64   2       10.15         8.17         1.98
  20  14 49 33     64   1      347.05       333.24        13.81
  20  14 53 37     64   4      371.39       357.54        13.85
  20  14 57 25     64   3        9.97         8.00         1.97
  20  15 01 00     13   3       10.35         4.67         2.28
  20  15 05 04     13   2       10.60         4.26         6.33
  20  15 09 05     13   1      350.39       138.90       211.49
  20  15 13 07     13   4      337.57       138.37       199.20
  20  15 16 49     10   4      474.11       460.23        13.88
  20  15 20 55     10   3       24.50        19.23         5.27
  20  15 25 16     10   2       14.79        11.44         3.35
  20  15 35 26     10   1      440.28       432.50         7.77
  20  15 39 07     56   1      410.85       381.63        29.21
  20  15 43 27     56   4      368.59       359.45         9.13
  20  15 47 43     56   3       10.66         8.22         2.44
  20  15 52 07     56   2       11.96         9.41         2.56
  20  15 55 47     32   2       13.16         5.05         8.11
  20  16 00 07     32   1      291.26       136.51       154.75
  20  16 05 15     32   4      328.35       225.88       102.47
  20  16 09 32     32   3        9.65         4.64         5.02
  20  16 13 18      6   3       10.87         4.85         6.02
  20  16 17 29      6   2        8.84         4.28         4.56
  20  16 21 40      6   1      297.75       141.13       156.62
  20  16 26 18      6   4      303.43       175.71       127.72
  20  16 30 30     52   4      520.03       503.14        16.89
  20  16 34 47     52   3       13.44        10.37         3.07
  20  16 39 18     52   2       12.86         9.92         2.94
  20  16 43 44     52   1      454.44       443.56        10.87
  20  16 47 44     43   1      357.71       342.57        15.14
  20  16 52 08     43   4      391.79       375.03        16.75
  20  16 56 23     43   3        8.97         7.08         1.89
  20  17 00 50     43   2       10.96         7.93         3.03
 
  21   8 52 59      0   0      658.15       329.09       329.06
  21   9 00 55     28   2        9.39         4.49         4.90
  21   9 04 56     28   1      332.39       199.69       132.70
  21   9 09 05     28   4      336.84       210.18       131.91
  21   9 13 18     28   3       10.60         5.75         4.86
  21   9 17 13     60   3       14.23        11.38         2.85
  21   9 21 08     60   2       13.87        10.93         2.94
  21   9 25 30     60   1      416.11       411.18         4.93
  21   9 29 28     60   4      448.74       439.57         9.17
  21   9 33 19     17   4      321.22       191.67       129.55
  21   9 37 12     17   3       11.53         5.72         2.85
  21   9 41 12     17   2        8.84         4.35         4.49
  21   9 45 07     17   1      317.75       188.79       128.96
  21   9 48 46     34   1      350.21       337.56        12.65
  21   9 52 45     34   4      313.63       298.64        14.98
  21   9 56 36     34   3       10.59         7.39         3.20
  21  10 00 34     34   2       12.67        10.09         2.58
  21  10 04 06     25   2        9.89         6.51         3.38
  21  10 08 08     25   1      330.62       249.93        80.69
  21  10 12 17     25   4      395.92       254.24       141.68
  21  10 16 19     25   3       20.31         7.83        12.48
  21  10 19 56     22   3       10.78         5.27         5.51
  21  10 24 06     22   2        9.86         4.63         5.23
  21  10 28 15     22   1      358.82       228.91       129.91
  21  10 32 25     22   4      389.89       193.13       196.76
  21  10 36 12      7   4      286.69       242.75        43.94
  21  10 40 37      7   3        9.03         5.93         3.09
  21  10 45 12      7   2        8.04         5.86         2.18
  21  10 49 39      7   1      258.36       218.55        39.82
  21  10 53 28     37   1      355.30       338.87        16.43
  21  10 57 59     37   4      414.05       393.86        20.19
  21  11 02 24     37   3       14.84        10.99         3.86
  21  11 07 00     37   2       10.09         8.05         2.04
  21  11 10 56     31   2       10.53         8.32         2.21
  21  11 15 14     31   1      326.03       311.04        14.99
  21  11 19 36     31   4      376.48       357.35        19.13
  21  11 23 50     31   3        9.98         8.11         1.87
  21  11 40 50     48   3       12.73        10.25         2.49
  21  11 45 17     48   2       11.25         9.07         2.18
  21  11 49 33     48   1      443.21       433.64         9.57
  21  11 53 54     48   4      482.55       474.45         8.26
  21  11 57 48      1   4      422.45       311.95       110.50
  21  12 02 10      1   3       10.01         6.60         3.41
  21  12 06 38      1   2        8.89         4.82         4.07
  21  12 11 05      1   1      417.66       318.91        98.75
  21  12 14 55     54   1      361.11       296.39        64.72
  21  12 19 05     54   4      369.92       312.42        57.50
  21  12 23 08     54   3        9.49         5.90         1.58
  21  12 27 19     54   2        9.37         7.24         2.13
  21  12 30 57     51   2       10.92         8.80         2.12
  21  12 35 26     51   1      429.60       404.12        25.49
  21  12 39 57     51   4      463.14       451.06        12.08
  21  12 44 24     51   3       11.35         9.15         2.20
  21  12 48 18     16   3        9.26         5.39         3.87
  21  12 52 53     16   2        8.30         5.34         2.96
  21  12 57 14     16   1      303.28       207.21        96.07
  21  13 01 42     16   4      356.23       253.24       102.98
  21  15 05 43     20   4      307.94       217.86        90.08
  21  15 20 29     20   3       10.91         6.50         4.42
  21  15 24 38     20   2        8.85         5.38         3.47
  21  15 28 42     20   1      281.56       162.69       118.87
  21  15 32 44     33   1      393.29       378.33        14.95
  21  15 36 42     33   4      370.47       356.71        13.75
  21  15 40 22     33   3       18.71        13.34         5.37
  21  15 45 07     33   2        9.46         7.79         1.67
  21  16 03 52     21   2       14.92        11.58         3.35
  21  16 07 31     21   1      409.42       401.12         8.30
  21  16 11 16     21   4      482.36       465.57        16.79
  21  16 14 47     21   3       14.93        11.89         3.04
  21  16 19 33     38   3       23.05        18.71         4.33
  21  16 23 34     38   2       18.43        14.70         3.73
  21  16 27 11     38   1      502.48       476.54        25.94
  21  16 30 59     38   4      544.81       527.34        17.47
 
  22  15 43 10      0   0      654.38       326.08       328.30
  22   9 28 46     47   4      482.34       247.24       239.87
  22   9 32 30     47   3       10.67         5.10         5.56
  22   9 36 24     47   2       10.61         5.92         4.68
  22   9 40 11     47   1      444.53       268.37       176.16
  22   9 43 52     40   1      505.28       486.45        18.83
  22   9 47 55     40   4      488.64       470.44        18.20
  22   9 51 50     40   3       12.43        10.17         2.26
  22   9 55 54     40   2       10.46         8.59         1.87
  22   9 59 33     64   2        9.61         6.51         3.10
  22  10 03 27     64   1      331.21       279.45        51.76
  22  10 07 27     64   4      355.44       298.93        56.51
  22  10 11 21     64   3        9.63         7.07         2.56
  22  10 14 54     23   3       12.09         9.74         2.35
  22  10 19 17     23   2       13.01        10.34         2.66
  22  10 23 34     23   1      384.85       371.27        13.58
  22  10 27 57     23   4      406.83       392.80        14.02
  22  10 31 44     52   4      566.04       554.29        11.75
  22  10 36 12     52   3       12.68        10.29         2.39
  22  10 40 51     52   2       12.30         9.43         2.88
  22  10 45 46     52   1      507.70       500.12         7.58
  22  10 50 53     19   1      423.87       417.16         6.72
  22  10 55 41     19   4      433.27       426.94         6.33
  22  11 00 30     19   3       11.82         9.53         2.29
  22  11 05 27     19   2       11.52         9.30         2.21
  22  11 10 17     10   2       14.83        11.23         3.60
  22  11 15 34     10   1      508.15       501.58         6.57
  22  11 20 12     10   4      534.37       523.13        11.24
  22  11 24 52     10   3       16.15        12.63         3.51
  22  11 41 07     18   3       16.02         7.94         8.08
  22  11 45 16     18   2       11.01         5.71         5.30
  22  11 49 23     18   1      405.77       240.34       165.43
  22  11 54 08     18   4      388.31       281.05       107.26
  22  11 58 58     24   4      364.81       190.84       173.97
  22  12 03 33     24   3       12.17         5.94         6.23
  22  12 08 08     24   2        9.82         5.06         4.76
  22  12 12 31     24   1      380.88       225.45       155.43
  22  12 36 40     58   1      451.25       439.21        12.04
  22  12 40 52     58   4      433.85       421.20        12.89
  22  12 45 01     58   3       11.41         9.02         2.38
  22  12 50 41     58   2       11.27         9.10         2.17
  22  12 55 21     26   2        9.49         7.21         2.27
  22  12 59 40     26   1      348.67       286.22        62.45
  22  13 04 06     26   4      358.07       298.74        59.32
  22  13 08 26     26   3        9.13         7.06         2.07
  22  13 13 10      6   3       12.73         7.34         5.38
  22  13 17 37      6   2       10.33         6.14         4.19
  22  13 22 00      6   1      456.67       267.12       189.55
  22  13 26 28      6   4      465.17       314.19       150.98
  22  13 31 04     13   4      351.42       194.58       156.84
  22  13 35 25     13   3        9.70         5.16         4.54
  22  13 39 51     13   2       10.16         5.43         4.74
  22  13 44 08     13   1      377.90       221.81       156.09
  22  13 48 04     50   1      385.21       201.11       184.10
  22  13 52 15     50   4      370.58       261.82       108.76
  22  13 56 20     50   3       11.46         5.58         5.89
  22  14 00 31     50   2       10.01         4.41         5.60
  22  14 04 16     32   2       16.65        13.08         3.56
  22  14 08 34     32   1      561.71       537.32        24.38
  22  14 13 00     32   4      495.01       484.89        10.12
  22  14 17 20     32   3       12.19         9.59         2.61
  22  14 21 05     56   3       12.25         9.07         3.19
  22  14 25 53     56   2       12.48         9.79         2.69
  22  14 30 28     56   1      422.29       404.59        17.70
  22  14 35 08     56   4      392.27       378.01        14.26
  22  14 39 04      3   4      383.48       360.72        22.76
  22  14 43 39      3   3       13.10        10.51         2.59
  22  14 48 22      3   2       11.27         8.81         2.46
  22  14 52 55      3   1      417.02       397.72        19.30
  22  14 56 40     43   1      427.60       410.77        16.83
  22  15 01 06     43   4      489.66       470.83        18.83
  22  15 05 22     43   3       16.50        12.65         3.86
  22  15 09 52     43   2       11.50         9.12         2.38
 
  23  16 01 42      0   0      633.08       317.02       319.12
  23  16 08 35     53   4      482.42       464.86        17.81
  23  10 13 27     53   3       10.03         7.95         2.09
  23  10 17 44     53   2       11.76         9.61         2.15
  23  10 21 55     53   1      462.50       446.12        16.38
  23  10 26 42     41   1      456.18       439.78        16.40
  23  10 31 23     41   4      447.90       438.04         9.86
  23  10 36 44     41   3       19.77        12.98         6.79
  23  10 41 18     41   2       12.03         9.03         3.00
  23  11 08 12     35   2       10.13         7.73         2.41
  23  11 12 11     35   1      347.12       332.74        14.38
  23  11 16 19     35   4      332.97       319.41        13.56
  23  11 20 21     35   3       10.26         7.96         2.30
  23  11 24 59     12   3       16.03        11.72         4.31
  23  11 29 17     12   2       12.67         9.59         3.08
  23  11 48 58     12   1      456.13       436.48        19.66
  23  11 53 08     12   4      522.32       504.96        17.35
  23  12 16 09      9   4      475.71       457.22        18.49
  23  12 20 06      9   3       11.09         8.88         2.21
  23  12 24 19      9   2       12.42         9.63         2.79
  23  12 28 30      9   1      438.49       430.11         8.38
  23  12 33 21     15   1      427.16       412.31        14.85
  23  12 37 49     15   4      440.76       425.03        15.73
  23  12 42 14     15   3       13.02        10.19         2.83
  23  12 46 51     15   2        9.52         7.52         2.00
  23  12 51 57      5   2        9.28         4.63         4.66
  23  12 56 09      5   1      336.08       187.49       148.59
  23  13 00 32      5   4      334.70       220.24       114.47
  23  13 04 41      5   3       10.14         5.15         4.99
  23  13 09 21     55   3       10.94         6.40         4.54
  23  13 13 51     55   2       10.98         6.48         4.50
  23  13 18 19     55   1      319.31       229.04        90.27
  23  13 22 55     55   4      278.66       185.31        93.35
  23  13 27 36      4   4      397.40       287.39       110.01
  23  13 32 00      4   3       11.07         7.00         4.07
  23  13 36 28      4   2       10.69         6.71         3.98
  23  13 40 47      4   1      350.89       256.97        93.92
  23  14 20 34     27   1      320.90       276.22        44.68
  23  14 24 35     27   4      311.66       269.10        43.40
  23  14 28 29     27   3        9.47         7.12         2.35
  23  14 32 35     27   2        9.35         6.82         2.53
  23  14 37 19     29   2        9.41         6.82         2.59
  23  14 42 26     29   1      329.72       281.33        48.40
  23  14 50 17     29   4      295.23       253.64        42.61
  23  14 54 12     29   3       10.45         7.07         3.38
  23  14 59 19     30   3       15.33        11.26         4.07
  23  15 03 45     30   2       15.30        11.26         4.04
  23  15 08 09     30   1      464.27       438.75        25.52
  23  15 12 41     30   4      451.16       427.49        23.67
  23  15 17 41     66   4      392.09       384.13         7.96
  23  15 22 22     66   3       12.70         9.22         3.48
  23  15 27 14     66   2       13.24         9.70         3.53
  23  15 31 58     66   1      377.18       370.62         6.56
  23  15 39 17     36   1      349.74       273.02        76.72
  23  15 43 47     36   4      336.04       262.16        73.88
  23  15 48 30     36   3       14.23         8.08         6.15
  23  15 53 04     36   2       10.92         6.30         4.62
  23  16 06 01     62   1      296.50       246.02        50.48
  23  16 11 34     62   4      289.12       238.23        50.88
  23  16 15 56     62   3        8.29         6.00         2.28
  23  17 27 16     44   3       10.67         6.58         4.09
  23  17 36 40     44   2        8.79         4.87         3.92
  23  17 40 55     44   1      430.92       256.98       173.94
  23  17 45 24     44   4      425.63       281.36       144.27
  23  17 50 02     61   4      324.52       224.98        99.54
  23  17 53 56     61   3        9.45         5.23         4.21
  23  17 58 01     61   2        8.44         4.22         4.23
  23  18 01 59     61   1      371.58       247.68       123.90
  23  18 06 32      8   1      439.35       425.57        13.78
  23  18 10 38      8   4      455.26       439.20        16.06
  23  18 14 44      8   3       10.37         8.47         1.90
  23  18 18 57      8   2       11.16         9.25         1.91
 
  24  16 26 09      0   0      636.67       319.45       317.21
  24  16 27 00      6   2       11.39         8.78         2.61
  24  10 15 29      6   1      445.63       417.88        27.76
  24  10 19 33      6   4      432.16       417.47        14.91
  24  10 23 34      6   3       15.82        12.06         3.76
  24  10 28 24     43   3        8.56         4.37         4.19
  24  10 32 40     43   2        7.74         4.14         3.60
  24  10 36 49     43   1      333.49       200.84       132.65
  24  10 40 54     43   4      366.02       247.77       118.25
  24  10 45 20     56   4      351.47       337.20        14.27
  24  10 49 37     56   3        9.65         7.63         2.02
  24  10 54 07     56   2        9.98         8.10         1.88
  24  10 58 31     56   1      361.63       347.67        13.97
  24  11 03 09     56   1      414.18       404.70         9.49
  24  11 07 39     56   4      407.49       396.67        10.82
  24  11 12 08     56   3       13.16         9.91         3.25
  24  11 16 52     56   2       11.13         8.80         2.33
  24  11 21 31     50   2       10.37         5.04         5.33
  24  11 45 43     50   1      407.10       241.05       166.05
  24  11 54 00     50   4      356.97       265.27        91.70
  24  11 58 38     50   3       10.06         6.71         3.34
  24  12 03 17     24   3        8.69         6.69         2.00
  24  12 07 29     24   2        8.26         6.28         1.97
  24  12 11 30     24   1      322.07       271.35        50.72
  24  12 15 36     24   4      300.96       254.06        46.91
  24  12 19 54     26   4      395.29       282.36       112.93
  24  12 24 16     26   3       15.07         8.03         7.04
  24  12 28 48     26   2        9.56         7.06         2.50
  24  12 33 25     26   1      391.97       279.20       112.77
  24  12 38 07     10   1      425.09       416.71         8.38
  24  12 42 44     10   4      432.35       414.28        18.07
  24  12 47 17     10   3       12.37         9.79         2.57
  24  12 52 02     10   2       12.88         9.97         2.90
  24  12 57 04     40   2       11.09         8.85         2.24
  24  13 01 46     40   1      485.47       465.97        19.51
  24  13 24 07     40   4      471.69       452.70        18.99
  24  13 28 36     40   3       12.18         9.75         2.43
  24  13 48 28     18   3       10.87         7.26         3.62
  24  13 52 49     18   2        9.46         6.17         3.29
  24  13 57 13     18   1      308.72       241.34        67.38
  24  14 01 54     18   4      304.59       252.01        53.79
  24  14 06 31     13   4      440.80       417.83        22.97
  24  14 11 03     13   3       16.42        12.33         4.09
  24  14 15 52     13   2       12.13         9.43         2.69
  24  14 20 37     13   1      439.53       419.45        20.08
  24  14 26 03      3   1      284.86       189.36        95.51
  24  14 30 42      3   4      258.64       154.55       104.09
  24  14 35 27      3   3        9.63         5.14         4.49
  24  14 40 06      3   2        8.94         4.43         4.51
  24  14 44 48     47   2       12.85         9.53         3.32
  24  15 11 03     47   1      472.68       459.74        12.94
  24  15 15 32     47   4      529.82       512.26        17.56
  24  15 19 55     47   3       13.52        10.06         3.45
  24  15 24 31     23   3       11.23         8.74         2.49
  24  15 28 53     23   2       11.32         8.67         2.65
  24  15 33 11     23   1      324.39       309.78        14.61
  24  15 37 53     23   4      343.55       327.71        15.84
  24  15 42 28     19   4      388.10       373.01        15.08
  24  15 47 38     19   3       14.03        10.25         3.78
  24  15 51 58     19   2       13.75        10.03         3.72
  24  15 56 15     19   1      373.48       357.09        16.39
  24  16 00 49     52   1      365.79       209.93       155.86
  24  16 05 27     52   4      391.95       189.03       202.92
  24  16 10 04     52   3       12.93         6.34         6.60
  24  16 14 53     52   2       12.50         5.62         6.89
  24  16 19 31     64   2       14.35        10.12         4.22
  24  16 24 14     64   1      360.65       349.10        11.55
  24  16 29 01     64   4      375.33       365.29        10.03
  24  16 33 44     64   3       14.02         9.77         4.25
  24  16 38 12     32   3       14.00         6.83         7.17
  24  16 42 39     32   2       13.30         6.48         6.82
  24  16 46 55     32   1      346.95       163.55       183.40
  24  16 51 20     32   4      366.69       237.08       129.61
 
  25   7 45 04      0   0      630.01       315.95       317.19
  25   7 50 03     33   4      272.61       258.82        14.00
  25   7 57 32     33   3        8.64         6.86         1.78
  25   8 01 28     33   2        9.01         7.03         1.98
  25   8 05 20     33   1      287.12       273.01        14.11
  25   8 09 54     60   1      302.07       296.60         5.47
  25   8 13 58     60   4      325.75       316.54         9.20
  25   8 17 59     60   3       10.57         8.08         2.49
  25   8 22 12     60   2       10.25         7.63         2.61
  25   8 26 18     60   2       10.87         8.40         2.47
  25   8 30 39     60   1      318.89       299.78        19.11
  25   8 35 35     60   4      352.61       342.01        10.60
  25   8 40 09     60   3       10.51         7.99         2.52
  25   8 44 52     28   3       12.62         9.30         3.31
  25   8 49 44     28   2       11.94         8.98         2.97
  25   8 54 45     28   1      287.61       281.63         5.98
  25   8 59 49     28   4      290.01       283.83         6.18
  25   9 04 43     17   4      230.62       142.82        87.81
  25   9 09 24     17   3        9.86         5.81         4.06
  25   9 14 48     17   2        8.78         4.14         4.64
  25   9 19 19     17   1      222.10       133.11        88.99
  25   9 24 09     25   1      258.36       186.81        71.55
  25   9 28 53     25   4      301.90       190.75       111.15
  25   9 33 30     25   3        9.60         6.01         3.58
  25   9 39 16     25   2        9.24         5.97         3.27
  25   9 44 38     20   2       10.13         6.63         3.50
  25  10 16 24     20   1      241.68       167.07        74.61
  25  10 20 45     20   4      255.81       186.34        69.47
  25  10 24 47     20   3       12.11         6.97         5.14
  25  10 29 16     48   3        9.37         4.35         5.02
  25  10 33 58     48   2        9.07         3.70         5.37
  25  10 38 15     48   1      295.83       153.17       142.66
  25  10 42 40     48   4      319.98       190.71       129.27
  25  10 49 06      7   4      259.81       247.48        12.33
  25  10 53 25      7   3        9.47         7.07         2.40
  25  11 01 24      7   2        9.48         7.11         2.36
  25  11 05 45      7   1      236.45       225.33        11.12
  25  12 15 42     34   1      233.69       140.45        93.24
  25  12 19 37     34   4      272.75       162.09       114.51
  25  12 23 33     34   3        9.29         4.14         5.15
  25  12 27 34     34   2        9.39         5.40         3.99
  25  12 31 50     31   2        9.84         4.37         5.48
  25  12 35 53     31   1      231.05       151.64        79.41
  25  12 40 00     31   4      241.36       107.49       133.87
  25  12 43 59     31   3        9.27         4.48         4.80
  25  12 48 22     22   3       10.49         4.98         5.52
  25  12 52 50     22   2        9.82         4.90         4.92
