This is Dataplot Data File     CHOI.DAT
Fire Research Emission "Trigger"
Mun Choi & Kevin McGrattan
Number of Observations = 4000
Observations per Line Image = 3
Order of Observations on a Line Image--
   1. Time
   2. Emission = Response Variable
   3. Voltage
Statistical Category--Comparing 2 Time Series
                      Auto & Cross Correlation
                      Auto & Cross Spectra
To Read this into Dataplot--
   SKIP 25
   SET READ FORMAT F10.4,F10.3,F10.6
   READ CHOI.DAT    TIME    EMISSION VOLTAGE
    4.4950     0.870  0.008484
    4.5000     1.049  0.010277
    4.5050     1.172  0.016354
    4.5100     1.054  0.029118
    4.5150     0.723  0.046675
    4.5200     0.465  0.064928
    4.5250     0.341  0.075240
    4.5300     0.253  0.078420
    4.5350     0.161  0.080937
    4.5400     0.081  0.084510
    4.5450     0.037  0.088978
    4.5500     0.019  0.098406
    4.5550     0.127  0.091830
    4.5600     0.295  0.056894
    4.5650     0.403  0.045005
    4.5700     0.336  0.018309
    4.5750     0.333  0.006788
    4.5800     0.543  0.005985
    4.5850     0.789  0.006868
    4.5900     1.004  0.010277
    4.5950     1.142  0.015341
    4.6000     1.109  0.028217
    4.6050     0.862  0.052766
    4.6100     0.489  0.071230
    4.6150     0.310  0.079826
    4.6200     0.184  0.080432
    4.6250     0.094  0.080129
    4.6300     0.041  0.081343
    4.6350     0.019  0.087097
    4.6400     0.020  0.095040
    4.6450     0.178  0.075734
    4.6500     0.316  0.050858
    4.6550     0.411  0.035827
    4.6600     0.336  0.012005
    4.6650     0.347  0.005506
    4.6700     0.456  0.005825
    4.6750     0.617  0.007755
    4.6800     0.871  0.009460
    4.6850     1.093  0.014334
    4.6900     1.080  0.029661
    4.6950     0.876  0.058805
    4.7000     0.479  0.081749
    4.7050     0.234  0.090664
    4.7100     0.114  0.087514
    4.7150     0.050  0.084716
    4.7200     0.021  0.085438
    4.7250     0.011  0.092042
    4.7300     0.040  0.093536
    4.7350     0.220  0.063802
    4.7400     0.351  0.048856
    4.7450     0.417  0.025448
    4.7500     0.364  0.007674
    4.7550     0.389  0.006145
    4.7600     0.404  0.007029
    4.7650     0.549  0.007271
    4.7700     0.852  0.009623
    4.7750     1.103  0.016947
    4.7800     1.052  0.034894
    4.7850     0.776  0.066534
    4.7900     0.413  0.087201
    4.7950     0.225  0.090981
    4.8000     0.111  0.088454
    4.8050     0.050  0.088140
    4.8100     0.022  0.090875
    4.8150     0.012  0.098624
    4.8200     0.066  0.098187
    4.8250     0.232  0.063989
    4.8300     0.358  0.048856
    4.8350     0.369  0.022194
    4.8400     0.331  0.007755
    4.8450     0.412  0.006386
    4.8500     0.502  0.006226
    4.8550     0.730  0.008078
    4.8600     1.035  0.011510
    4.8650     1.172  0.018823
    4.8700     1.045  0.039125
    4.8750     0.678  0.063895
    4.8800     0.376  0.079625
    4.8850     0.208  0.082665
    4.8900     0.098  0.084819
    4.8950     0.041  0.085851
    4.9000     0.018  0.088768
    4.9050     0.014  0.098296
    4.9100     0.102  0.094072
    4.9150     0.270  0.057802
    4.9200     0.406  0.045397
    4.9250     0.407  0.018737
    4.9300     0.393  0.007190
    4.9350     0.407  0.006145
    4.9400     0.500  0.007513
    4.9450     0.781  0.009215
    4.9500     1.102  0.012336
    4.9550     1.149  0.023946
    4.9600     0.876  0.046379
    4.9650     0.536  0.064364
    4.9700     0.351  0.072396
    4.9750     0.204  0.078320
    4.9800     0.096  0.081444
    4.9850     0.039  0.084819
    4.9900     0.017  0.092468
    4.9950     0.013  0.102154
    5.0000     0.150  0.088873
    5.0050     0.309  0.055990
    5.0100     0.424  0.041996
    5.0150     0.335  0.015341
    5.0200     0.326  0.006065
    5.0250     0.323  0.006707
    5.0300     0.450  0.007351
    5.0350     0.792  0.008402
    5.0400     1.137  0.013249
    5.0450     1.147  0.026159
    5.0500     0.802  0.045789
    5.0550     0.512  0.063147
    5.0600     0.348  0.069589
    5.0650     0.206  0.074747
    5.0700     0.099  0.078621
    5.0750     0.044  0.084819
    5.0800     0.021  0.093965
    5.0850     0.018  0.103156
    5.0900     0.170  0.087827
    5.0950     0.334  0.056441
    5.1000     0.442  0.039982
    5.1050     0.348  0.015510
    5.1100     0.333  0.007190
    5.1150     0.319  0.006466
    5.1200     0.458  0.006948
    5.1250     0.820  0.009378
    5.1300     1.138  0.014334
    5.1350     1.090  0.027230
    5.1400     0.733  0.048259
    5.1450     0.467  0.064834
    5.1500     0.307  0.067389
    5.1550     0.171  0.071618
    5.1600     0.082  0.076427
    5.1650     0.036  0.082563
    5.1700     0.020  0.092255
    5.1750     0.023  0.102710
    5.1800     0.186  0.083483
    5.1850     0.355  0.054461
    5.1900     0.508  0.037799
    5.1950     0.433  0.015594
    5.2000     0.316  0.007351
    5.2050     0.258  0.007029
    5.2100     0.436  0.008321
    5.2150     0.838  0.010359
    5.2200     1.093  0.017286
    5.2250     0.971  0.036576
    5.2300     0.626  0.057529
    5.2350     0.409  0.068726
    5.2400     0.275  0.070360
    5.2450     0.154  0.073960
    5.2500     0.073  0.077820
    5.2550     0.033  0.085231
    5.2600     0.019  0.097750
    5.2650     0.031  0.104836
    5.2700     0.231  0.076229
    5.2750     0.425  0.053924
    5.2800     0.490  0.031665
    5.2850     0.290  0.011675
    5.2900     0.121  0.007109
    5.2950     0.094  0.007109
    5.3000     0.220  0.006627
    5.3050     0.657  0.009134
    5.3100     1.055  0.017371
    5.3150     0.989  0.036764
    5.3200     0.636  0.061752
    5.3250     0.404  0.074451
    5.3300     0.271  0.074550
    5.3350     0.159  0.076229
    5.3400     0.081  0.080836
    5.3450     0.041  0.088454
    5.3500     0.027  0.099282
    5.3550     0.041  0.106642
    5.3600     0.236  0.076725
    5.3650     0.444  0.052589
    5.3700     0.538  0.029842
    5.3750     0.294  0.011675
    5.3800     0.096  0.007513
    5.3850     0.066  0.005825
    5.3900     0.166  0.006386
    5.3950     0.585  0.009704
    5.4000     1.030  0.016608
    5.4050     0.964  0.037422
    5.4100     0.658  0.070457
    5.4150     0.371  0.085438
    5.4200     0.233  0.083074
    5.4250     0.130  0.084716
    5.4300     0.068  0.086577
    5.4350     0.038  0.088768
    5.4400     0.031  0.098187
    5.4450     0.049  0.106642
    5.4500     0.255  0.073862
    5.4550     0.543  0.048955
    5.4600     0.609  0.026961
    5.4650     0.198  0.009950
    5.4700     0.035  0.006868
    5.4750     0.019  0.005107
    5.4800     0.043  0.005745
    5.4850     0.347  0.007351
    5.4900     0.927  0.014753
    5.4950     0.980  0.036952
    5.5000     0.692  0.073960
    5.5050     0.372  0.093643
    5.5100     0.209  0.095472
    5.5150     0.104  0.096012
    5.5200     0.053  0.094609
    5.5250     0.032  0.094287
    5.5300     0.029  0.101710
    5.5350     0.057  0.109262
    5.5400     0.324  0.072981
    5.5450     0.785  0.048060
    5.5500     0.436  0.022543
    5.5550     0.037  0.009134
    5.5600     0.016  0.005586
    5.5650     0.006  0.004074
    5.5700     0.008  0.003757
    5.5750     0.190  0.006546
    5.5800     0.838  0.014167
    5.5850     0.970  0.036107
    5.5900     0.687  0.079424
    5.5950     0.360  0.105287
    5.6000     0.176  0.110410
    5.6050     0.077  0.110180
    5.6100     0.036  0.106076
    5.6150     0.024  0.101156
    5.6200     0.038  0.103491
    5.6250     0.157  0.107892
    5.6300     0.991  0.065966
    5.6350     0.246  0.039315
    5.6400     0.023  0.014837
    5.6450     0.009  0.006546
    5.6500     0.003  0.003284
    5.6550     0.001  0.002654
    5.6600     0.013  0.004391
    5.6650     0.401  0.008159
    5.6700     1.019  0.020026
    5.6750     0.892  0.056351
    5.6800     0.554  0.087305
    5.6850     0.372  0.098515
    5.6900     0.240  0.106302
    5.6950     0.135  0.108690
    5.7000     0.079  0.105287
    5.7050     0.070  0.108119
    5.7100     0.122  0.121255
    5.7150     0.616  0.115125
    5.7200     0.649  0.061104
    5.7250     0.019  0.035267
    5.7300     0.008  0.013666
    5.7350     0.003  0.006546
    5.7400     0.000  0.005346
    5.7450     0.050  0.007351
    5.7500     0.659  0.011675
    5.7550     1.107  0.022543
    5.7600     0.701  0.038083
    5.7650     0.596  0.049654
    5.7700     0.493  0.060090
    5.7750     0.370  0.067199
    5.7800     0.247  0.073470
    5.7850     0.152  0.080634
    5.7900     0.105  0.089398
    5.7950     0.106  0.101045
    5.8000     0.189  0.110180
    5.8050     0.907  0.076328
    5.8100     0.349  0.048856
    5.8150     0.013  0.031573
    5.8200     0.004  0.018566
    5.8250     0.001  0.009460
    5.8300     0.066  0.008321
    5.8350     0.765  0.009378
    5.8400     0.836  0.010441
    5.8450     0.654  0.020717
    5.8500     0.631  0.034523
    5.8550     0.551  0.047366
    5.8600     0.441  0.054461
    5.8650     0.318  0.058623
    5.8700     0.198  0.061659
    5.8750     0.111  0.066913
    5.8800     0.074  0.075931
    5.8850     0.085  0.088349
    5.8900     0.321  0.080533
    5.8950     1.020  0.051261
    5.9000     0.231  0.042092
    5.9050     0.025  0.024652
    5.9100     0.052  0.018651
    5.9150     0.355  0.010851
    5.9200     0.936  0.009052
    5.9250     0.931  0.009134
    5.9300     0.753  0.013666
    5.9350     0.711  0.024563
    5.9400     0.643  0.038366
    5.9450     0.531  0.053211
    5.9500     0.397  0.062681
    5.9550     0.250  0.065305
    5.9600     0.119  0.067770
    5.9650     0.054  0.073862
    5.9700     0.044  0.083381
    5.9750     0.112  0.088349
    5.9800     0.587  0.053657
    5.9850     0.982  0.044712
    5.9900     0.453  0.025537
    5.9950     0.380  0.018224
    6.0000     0.508  0.009786
    6.0050     0.695  0.008484
    6.0100     0.921  0.009786
    6.0150     1.035  0.012171
    6.0200     0.931  0.022456
    6.0250     0.766  0.036670
    6.0300     0.621  0.052766
    6.0350     0.455  0.065399
    6.0400     0.258  0.074353
    6.0450     0.106  0.077820
    6.0500     0.041  0.078721
    6.0550     0.029  0.082972
    6.0600     0.064  0.087618
    6.0650     0.418  0.054820
    6.0700     0.929  0.043350
    6.0750     0.955  0.026337
    6.0800     0.598  0.016185
    6.0850     0.437  0.009378
    6.0900     0.478  0.008159
    6.0950     0.721  0.009868
    6.1000     1.133  0.014418
    6.1050     1.371  0.021846
    6.1100     1.083  0.039030
    6.1150     0.708  0.053122
    6.1200     0.424  0.064364
    6.1250     0.187  0.073079
    6.1300     0.062  0.078721
    6.1350     0.023  0.079022
    6.1400     0.018  0.078520
    6.1450     0.066  0.073079
    6.1500     0.411  0.046773
    6.1550     0.768  0.039220
    6.1600     0.946  0.024034
    6.1650     0.522  0.012502
    6.1700     0.290  0.008078
    6.1750     0.296  0.007513
    6.1800     0.502  0.009460
    6.1850     0.946  0.013000
    6.1900     1.505  0.021498
    6.1950     1.601  0.035174
    6.2000     0.908  0.052234
    6.2050     0.309  0.060919
    6.2100     0.094  0.068630
    6.2150     0.029  0.073275
    6.2200     0.014  0.072689
    6.2250     0.015  0.071813
    6.2300     0.070  0.065588
    6.2350     0.368  0.043835
    6.2400     0.660  0.036764
    6.2450     0.919  0.023946
    6.2500     0.772  0.011427
    6.2550     0.495  0.007432
    6.2600     0.471  0.007351
    6.2650     0.679  0.008890
    6.2700     1.104  0.011675
    6.2750     1.609  0.018823
    6.2800     1.643  0.029571
    6.2850     1.002  0.043641
    6.2900     0.402  0.054640
    6.2950     0.136  0.060274
    6.3000     0.053  0.063615
    6.3050     0.035  0.063708
    6.3100     0.057  0.063334
    6.3150     0.218  0.056441
    6.3200     0.571  0.041130
    6.3250     0.870  0.033504
    6.3300     0.877  0.020977
    6.3350     0.535  0.008971
    6.3400     0.281  0.005745
    6.3450     0.255  0.005665
    6.3500     0.413  0.006546
    6.3550     0.751  0.007271
    6.3600     1.166  0.011263
    6.3650     1.384  0.019940
    6.3700     1.221  0.029661
    6.3750     0.882  0.035920
    6.3800     0.601  0.046478
    6.3850     0.414  0.051362
    6.3900     0.340  0.051463
    6.3950     0.394  0.050959
    6.4000     0.561  0.045789
    6.4050     0.725  0.035733
    6.4100     0.802  0.026426
    6.4150     0.651  0.016185
    6.4200     0.349  0.008402
    6.4250     0.168  0.005107
    6.4300     0.121  0.004550
    6.4350     0.156  0.004471
    6.4400     0.258  0.004233
    6.4450     0.397  0.006868
    6.4500     0.511  0.011757
    6.4550     0.578  0.019424
    6.4600     0.621  0.031207
    6.4650     0.654  0.042478
    6.4700     0.662  0.046773
    6.4750     0.625  0.049654
    6.4800     0.578  0.049754
    6.4850     0.596  0.044419
    6.4900     0.674  0.033689
    6.4950     0.772  0.023419
    6.5000     0.655  0.017286
    6.5050     0.401  0.008971
    6.5100     0.209  0.005187
    6.5150     0.092  0.004550
    6.5200     0.046  0.003837
    6.5250     0.036  0.003441
    6.5300     0.036  0.005266
    6.5350     0.059  0.008727
    6.5400     0.159  0.014585
    6.5450     0.469  0.026604
    6.5500     0.932  0.039791
    6.5550     1.115  0.048856
    6.5600     0.723  0.056984
    6.5650     0.443  0.059172
    6.5700     0.473  0.054910
    6.5750     0.617  0.042382
    6.5800     0.698  0.031482
    6.5850     0.608  0.022194
    6.5900     0.343  0.012171
    6.5950     0.150  0.006386
    6.6000     0.063  0.005027
    6.6050     0.038  0.004153
    6.6100     0.034  0.004153
    6.6150     0.047  0.006226
    6.6200     0.127  0.009052
    6.6250     0.398  0.014334
    6.6300     0.870  0.023682
    6.6350     1.188  0.032674
    6.6400     0.953  0.043932
    6.6450     0.453  0.050155
    6.6500     0.271  0.053211
    6.6550     0.306  0.050959
    6.6600     0.454  0.041418
    6.6650     0.601  0.033781
    6.6700     0.540  0.026159
    6.6750     0.242  0.015173
    6.6800     0.058  0.007513
    6.6850     0.026  0.005187
    6.6900     0.019  0.003362
    6.6950     0.017  0.003757
    6.7000     0.031  0.005187
    6.7050     0.200  0.006868
    6.7100     0.786  0.010851
    6.7150     1.474  0.018823
    6.7200     1.347  0.026426
    6.7250     0.634  0.037705
    6.7300     0.268  0.045888
    6.7350     0.173  0.049354
    6.7400     0.217  0.048159
    6.7450     0.365  0.041707
    6.7500     0.517  0.034708
    6.7550     0.463  0.028127
    6.7600     0.190  0.017712
    6.7650     0.034  0.008727
    6.7700     0.020  0.005586
    6.7750     0.015  0.003441
    6.7800     0.015  0.003757
    6.7850     0.022  0.004709
    6.7900     0.178  0.005107
    6.7950     0.767  0.008078
    6.8000     1.442  0.014167
    6.8050     1.220  0.021672
    6.8100     0.661  0.027678
    6.8150     0.323  0.039696
    6.8200     0.192  0.044908
    6.8250     0.192  0.046478
    6.8300     0.303  0.043447
    6.8350     0.482  0.036295
    6.8400     0.524  0.028577
    6.8450     0.261  0.020112
    6.8500     0.051  0.010769
    6.8550     0.021  0.005985
    6.8600     0.017  0.003678
    6.8650     0.017  0.003520
    6.8700     0.030  0.003757
    6.8750     0.179  0.003362
    6.8800     0.657  0.005346
    6.8850     1.132  0.009297
    6.8900     1.100  0.014921
    6.8950     0.844  0.023682
    6.9000     0.510  0.030843
    6.9050     0.281  0.041515
    6.9100     0.196  0.046182
    6.9150     0.226  0.048060
    6.9200     0.373  0.043059
    6.9250     0.570  0.033227
    6.9300     0.606  0.023946
    6.9350     0.348  0.016016
    6.9400     0.114  0.007836
    6.9450     0.050  0.004868
    6.9500     0.052  0.004153
    6.9550     0.111  0.003362
    6.9600     0.317  0.002575
    6.9650     0.632  0.003678
    6.9700     0.812  0.005665
    6.9750     0.824  0.008890
    6.9800     0.774  0.017968
    6.9850     0.544  0.031390
    6.9900     0.233  0.043447
    6.9950     0.080  0.052411
    7.0000     0.042  0.058440
    7.0050     0.063  0.061567
    7.0100     0.207  0.052500
    7.0150     0.367  0.037046
    7.0200     0.472  0.028127
    7.0250     0.275  0.014000
    7.0300     0.087  0.006226
    7.0350     0.041  0.004629
    7.0400     0.031  0.003362
    7.0450     0.025  0.002418
    7.0500     0.022  0.003599
    7.0550     0.024  0.004233
    7.0600     0.111  0.005825
    7.0650     0.546  0.012005
    7.0700     1.223  0.025714
    7.0750     1.409  0.042092
    7.0800     0.551  0.056713
    7.0850     0.069  0.062309
    7.0900     0.012  0.069397
    7.0950     0.010  0.074255
    7.1000     0.119  0.066155
    7.1050     0.314  0.042189
    7.1100     0.338  0.034059
    7.1150     0.115  0.020458
    7.1200     0.076  0.007916
    7.1250     0.101  0.005266
    7.1300     0.066  0.004391
    7.1350     0.042  0.005426
    7.1400     0.039  0.005745
    7.1450     0.026  0.006948
    7.1500     0.017  0.012253
    7.1550     0.021  0.023682
    7.1600     0.096  0.039601
    7.1650     0.461  0.060827
    7.1700     0.927  0.069974
    7.1750     0.623  0.072786
    7.1800     0.044  0.079323
    7.1850     0.011  0.088454
    7.1900     0.120  0.073470
    7.1950     0.383  0.045005
    7.2000     0.401  0.036295
    7.2050     0.200  0.018994
    7.2100     0.220  0.006145
    7.2150     0.406  0.005506
    7.2200     0.585  0.006306
    7.2250     0.763  0.006546
    7.2300     0.919  0.008890
    7.2350     0.947  0.015173
    7.2400     0.821  0.025803
    7.2450     0.731  0.039791
    7.2500     0.801  0.059722
    7.2550     0.969  0.069013
    7.2600     0.839  0.072007
    7.2650     0.127  0.076130
    7.2700     0.017  0.083996
    7.2750     0.021  0.080129
    7.2800     0.271  0.053657
    7.2850     0.454  0.034523
    7.2900     0.432  0.027857
    7.2950     0.334  0.009297
    7.3000     0.449  0.005825
    7.3050     0.681  0.006306
    7.3100     0.922  0.006707
    7.3150     1.228  0.009950
    7.3200     1.535  0.016608
    7.3250     1.667  0.028397
    7.3300     1.521  0.042768
    7.3350     1.256  0.061752
    7.3400     0.731  0.069205
    7.3450     0.202  0.072202
    7.3500     0.041  0.077123
    7.3550     0.011  0.082156
    7.3600     0.009  0.079323
    7.3650     0.132  0.062681
    7.3700     0.361  0.038083
    7.3750     0.487  0.033227
    7.3800     0.451  0.015510
    7.3850     0.529  0.007593
    7.3900     0.744  0.006707
    7.3950     0.984  0.007271
    7.4000     1.179  0.010277
    7.4050     1.326  0.016608
    7.4100     1.347  0.027588
    7.4150     1.017  0.041707
    7.4200     0.584  0.060366
    7.4250     0.241  0.067484
    7.4300     0.083  0.072689
    7.4350     0.024  0.078120
    7.4400     0.009  0.078921
    7.4450     0.007  0.077023
    7.4500     0.053  0.069109
    7.4550     0.269  0.044810
    7.4600     0.438  0.037422
    7.4650     0.536  0.024475
    7.4700     0.653  0.011098
    7.4750     0.870  0.007755
    7.4800     1.087  0.008159
    7.4850     1.259  0.011345
    7.4900     1.339  0.016692
    7.4950     1.193  0.026694
    7.5000     0.828  0.039601
    7.5050     0.492  0.056803
    7.5100     0.266  0.064177
    7.5150     0.121  0.071037
    7.5200     0.045  0.077222
    7.5250     0.016  0.078320
    7.5300     0.008  0.078020
    7.5350     0.019  0.075734
    7.5400     0.202  0.053478
    7.5450     0.402  0.039601
    7.5500     0.572  0.031116
    7.5550     0.679  0.015005
    7.5600     0.887  0.007836
    7.5650     1.071  0.008240
    7.5700     1.238  0.010523
    7.5750     1.308  0.014167
    7.5800     1.142  0.022631
    7.5850     0.799  0.035640
    7.5900     0.521  0.052234
    7.5950     0.336  0.060458
    7.6000     0.194  0.069109
    7.6050     0.083  0.075536
    7.6100     0.029  0.076625
    7.6150     0.012  0.078120
    7.6200     0.011  0.081546
    7.6250     0.143  0.067294
    7.6300     0.363  0.042768
    7.6350     0.604  0.037799
    7.6400     0.640  0.019338
    7.6450     0.732  0.008971
    7.6500     0.907  0.008484
    7.6550     1.127  0.009950
    7.6600     1.272  0.011840
    7.6650     1.162  0.017542
    7.6700     0.828  0.028397
    7.6750     0.577  0.044224
    7.6800     0.427  0.054103
    7.6850     0.300  0.063989
    7.6900     0.171  0.072104
    7.6950     0.068  0.073373
    7.7000     0.024  0.077023
    7.7050     0.013  0.083893
    7.7100     0.066  0.082461
    7.7150     0.290  0.049955
    7.7200     0.569  0.045397
    7.7250     0.623  0.025448
    7.7300     0.598  0.012502
    7.7350     0.755  0.008971
    7.7400     1.034  0.009786
    7.7450     1.229  0.010605
    7.7500     1.145  0.015173
    7.7550     0.830  0.022631
    7.7600     0.610  0.037799
    7.7650     0.486  0.048159
    7.7700     0.376  0.058805
    7.7750     0.252  0.066913
    7.7800     0.116  0.069493
    7.7850     0.038  0.073862
    7.7900     0.013  0.081546
    7.7950     0.029  0.085231
    7.8000     0.221  0.060090
    7.8050     0.442  0.048756
    7.8100     0.582  0.032674
    7.8150     0.626  0.015931
    7.8200     0.738  0.009541
    7.8250     0.939  0.009134
    7.8300     1.161  0.009541
    7.8350     1.266  0.013166
    7.8400     1.078  0.019596
    7.8450     0.776  0.032123
    7.8500     0.575  0.044030
    7.8550     0.445  0.054551
    7.8600     0.323  0.063334
    7.8650     0.184  0.069109
    7.8700     0.066  0.072884
    7.8750     0.018  0.078220
    7.8800     0.013  0.082972
    7.8850     0.167  0.066250
    7.8900     0.379  0.045397
    7.8950     0.568  0.037705
    7.9000     0.598  0.018651
    7.9050     0.695  0.010195
    7.9100     0.857  0.008321
    7.9150     1.083  0.008727
    7.9200     1.240  0.012419
    7.9250     1.194  0.019596
    7.9300     0.905  0.027588
    7.9350     0.623  0.043835
    7.9400     0.454  0.054193
    7.9450     0.322  0.061659
    7.9500     0.179  0.068534
    7.9550     0.057  0.073079
    7.9600     0.013  0.076725
    7.9650     0.007  0.080230
    7.9700     0.137  0.068056
    7.9750     0.353  0.043350
    7.9800     0.527  0.039791
    7.9850     0.485  0.021151
    7.9900     0.503  0.009786
    7.9950     0.604  0.006948
    8.0000     0.841  0.007593
    8.0050     1.129  0.010687
    8.0100     1.294  0.016269
    8.0150     1.164  0.027767
    8.0200     0.794  0.042189
    8.0250     0.504  0.055629
    8.0300     0.346  0.063241
    8.0350     0.214  0.070457
    8.0400     0.085  0.076130
    8.0450     0.021  0.079323
    8.0500     0.008  0.084201
    8.0550     0.071  0.079927
    8.0600     0.302  0.049155
    8.0650     0.523  0.041803
    8.0700     0.426  0.024299
    8.0750     0.330  0.008971
    8.0800     0.332  0.006145
    8.0850     0.485  0.006788
    8.0900     0.797  0.008727
    8.0950     1.165  0.012253
    8.1000     1.308  0.021933
    8.1050     1.069  0.037422
    8.1100     0.675  0.055539
    8.1150     0.404  0.064364
    8.1200     0.238  0.072591
    8.1250     0.103  0.078520
    8.1300     0.027  0.081546
    8.1350     0.009  0.085231
    8.1400     0.023  0.084201
    8.1450     0.243  0.059355
    8.1500     0.496  0.042189
    8.1550     0.481  0.030296
    8.1600     0.294  0.013000
    8.1650     0.234  0.006226
    8.1700     0.318  0.006466
    8.1750     0.572  0.007997
    8.1800     0.970  0.009950
    8.1850     1.270  0.018053
    8.1900     1.158  0.034615
    8.1950     0.776  0.051160
    8.2000     0.447  0.066534
    8.2050     0.248  0.074451
    8.2100     0.109  0.080432
    8.2150     0.030  0.083483
    8.2200     0.010  0.085955
    8.2250     0.007  0.087931
    8.2300     0.154  0.072494
    8.2350     0.452  0.045201
    8.2400     0.559  0.039030
    8.2450     0.233  0.018309
    8.2500     0.119  0.007190
    8.2550     0.160  0.007109
    8.2600     0.351  0.007674
    8.2650     0.765  0.008808
    8.2700     1.228  0.014921
    8.2750     1.260  0.027767
    8.2800     0.862  0.041803
    8.2850     0.509  0.059355
    8.2900     0.314  0.068822
    8.2950     0.175  0.076328
    8.3000     0.063  0.080735
    8.3050     0.016  0.083176
    8.3100     0.006  0.087097
    8.3150     0.059  0.081546
    8.3200     0.328  0.052944
    8.3250     0.596  0.043738
    8.3300     0.288  0.025714
    8.3350     0.092  0.010769
    8.3400     0.080  0.007109
    8.3450     0.158  0.006788
    8.3500     0.438  0.007674
    8.3550     0.956  0.012253
    8.3600     1.345  0.021933
    8.3650     1.094  0.035733
    8.3700     0.641  0.056170
    8.3750     0.367  0.065871
    8.3800     0.206  0.073373
    8.3850     0.080  0.079022
    8.3900     0.021  0.081546
    8.3950     0.007  0.082972
    8.4000     0.011  0.082258
    8.4050     0.218  0.062868
    8.4100     0.561  0.042865
    8.4150     0.515  0.033319
    8.4200     0.131  0.017286
    8.4250     0.055  0.008402
    8.4300     0.063  0.006707
    8.4350     0.165  0.006948
    8.4400     0.505  0.010195
    8.4450     1.104  0.016438
    8.4500     1.369  0.029752
    8.4550     0.937  0.048060
    8.4600     0.496  0.063241
    8.4650     0.273  0.070457
    8.4700     0.127  0.078220
    8.4750     0.038  0.082258
    8.4800     0.010  0.082360
    8.4850     0.006  0.083688
    8.4900     0.092  0.074550
    8.4950     0.401  0.045201
    8.5000     0.722  0.039982
    8.5050     0.371  0.024034
    8.5100     0.091  0.011345
    8.5150     0.050  0.006546
    8.5200     0.072  0.006788
    8.5250     0.222  0.008484
    8.5300     0.671  0.012171
    8.5350     1.308  0.022281
    8.5400     1.278  0.039601
    8.5450     0.729  0.059630
    8.5500     0.357  0.067961
    8.5550     0.168  0.075635
    8.5600     0.055  0.081039
    8.5650     0.013  0.081749
    8.5700     0.006  0.082972
    8.5750     0.022  0.078721
    8.5800     0.283  0.053567
    8.5850     0.621  0.039125
    8.5900     0.599  0.029299
    8.5950     0.159  0.015089
    8.6000     0.044  0.006707
    8.6050     0.029  0.006386
    8.6100     0.054  0.007109
    8.6150     0.227  0.008321
    8.6200     0.760  0.014921
    8.6250     1.427  0.031025
    8.6300     1.173  0.050557
    8.6350     0.572  0.070264
    8.6400     0.212  0.076427
    8.6450     0.070  0.080533
    8.6500     0.019  0.082665
    8.6550     0.007  0.083688
    8.6600     0.006  0.083074
    8.6650     0.140  0.066439
    8.6700     0.453  0.040843
    8.6750     0.697  0.036295
    8.6800     0.377  0.018908
    8.6850     0.082  0.007432
    8.6900     0.030  0.006627
    8.6950     0.025  0.006386
    8.7000     0.059  0.006386
    8.7050     0.277  0.010031
    8.7100     0.859  0.019596
    8.7150     1.440  0.038556
    8.7200     1.034  0.061474
    8.7250     0.424  0.081647
    8.7300     0.104  0.083586
    8.7350     0.023  0.083688
    8.7400     0.009  0.085645
    8.7450     0.005  0.085645
    8.7500     0.035  0.075042
    8.7550     0.322  0.049754
    8.7600     0.616  0.039030
    8.7650     0.518  0.021846
    8.7700     0.127  0.008646
    8.7750     0.027  0.006788
    8.7800     0.018  0.005506
    8.7850     0.016  0.005107
    8.7900     0.034  0.007029
    8.7950     0.206  0.012088
    8.8000     0.799  0.024122
    8.8050     1.387  0.049854
    8.8100     0.921  0.076924
    8.8150     0.377  0.093108
    8.8200     0.086  0.092895
    8.8250     0.014  0.088873
    8.8300     0.006  0.088349
    8.8350     0.019  0.082258
    8.8400     0.236  0.058714
    8.8450     0.490  0.040078
    8.8500     0.407  0.026337
    8.8550     0.056  0.008727
    8.8600     0.019  0.006466
    8.8650     0.015  0.004788
    8.8700     0.011  0.003995
    8.8750     0.011  0.005506
    8.8800     0.018  0.007836
    8.8850     0.189  0.014585
    8.8900     0.827  0.033689
    8.8950     1.174  0.065493
    8.9000     0.661  0.092468
    8.9050     0.297  0.103603
    8.9100     0.070  0.099392
    8.9150     0.013  0.089293
    8.9200     0.022  0.084099
    8.9250     0.203  0.066724
    8.9300     0.475  0.043738
    8.9350     0.326  0.029933
    8.9400     0.024  0.009704
    8.9450     0.016  0.007109
    8.9500     0.010  0.004312
    8.9550     0.007  0.004312
    8.9600     0.007  0.005426
    8.9650     0.007  0.006868
    8.9700     0.011  0.011757
    8.9750     0.172  0.026515
    8.9800     0.837  0.052855
    8.9850     1.273  0.078320
    8.9900     0.618  0.091617
    8.9950     0.141  0.090875
    9.0000     0.022  0.084304
    9.0050     0.025  0.082972
    9.0100     0.185  0.067199
    9.0150     0.334  0.044224
    9.0200     0.278  0.032123
    9.0250     0.052  0.013916
    9.0300     0.019  0.007109
    9.0350     0.018  0.004312
    9.0400     0.015  0.004550
    9.0450     0.012  0.005506
    9.0500     0.014  0.006065
    9.0550     0.023  0.009786
    9.0600     0.196  0.019596
    9.0650     0.664  0.037799
    9.0700     0.890  0.059355
    9.0750     0.492  0.073764
